YEAR,STATE,ZIPCODE,N1,MARS2,A00100,N04470,A04470,N18425,A18425,N04800,A04800,N07100,A07100
2011,MD,20640,4715,1487,270668,2268,54976,2082,11787,3943,167119,1594,1822
2011,MD,20645,401,229,41460,249,8458,229,2202,336,28779,147,163
2011,MD,20646,9412,3908,715277,5186,147338,4780,38053,7919,478490,2969,3250
2011,MD,20650,5954,2907,510994,3280,92691,2982,28106,5022,356247,2174,2548
2011,MD,20653,10374,3593,622973,4222,99684,3819,26971,8346,410876,3626,4042
2011,MD,20657,8971,3669,569505,4831,112391,4385,27394,7318,367738,3192,4047
2011,MD,20658,582,203,33759,288,6628,260,1526,470,21738,152,167
2011,MD,20659,10629,4865,697629,5706,140875,5277,35971,8904,448654,3591,4554
2011,MD,20662,1244,501,69874,599,14205,541,3297,997,43176,348,395
2011,MD,20664,1334,502,91120,675,19001,608,5340,1078,53291,409,458
2011,MD,20667,288,112,17012,118,2766,114,765,225,11079,92,93
2011,MD,20670,538,259,30194,126,2993,103,876,484,18833,322,353
2011,MD,20674,376,146,26125,198,5218,179,1246,317,17448,112,120
2011,MD,20675,882,365,66504,477,13192,432,3479,758,44734,266,258
2011,MD,20676,1582,747,122186,956,27356,893,6493,1311,80201,572,661
2011,MD,20677,1160,564,121702,700,25187,651,5988,982,86088,341,373
2011,MD,20678,5283,1989,333323,2627,67712,2348,16187,4249,214412,1684,1914
2011,MD,20680,436,199,27307,194,4381,162,1173,356,18250,124,126
2011,MD,20684,540,260,39558,294,7527,274,2019,451,26705,181,191
2011,MD,20685,3174,1395,240505,1827,50963,1650,13116,2671,159307,1083,1367
2011,MD,20686,202,96,20729,131,4222,116,1175,184,14908,68,71
2011,MD,20687,161,61,10056,81,1841,69,465,128,6682,40,41
2011,MD,20688,1160,475,94886,645,17620,554,4270,1019,67083,315,244
2011,MD,20689,829,414,66170,483,13801,449,3518,700,44110,283,312
2011,MD,20690,402,198,41055,238,7688,219,2371,344,29697,122,155
2011,MD,20692,570,265,41292,293,7861,265,2259,482,27661,170,175
2011,MD,20693,578,247,42485,316,8700,284,2130,481,28260,165,203
2011,MD,20695,4470,1658,327699,2724,77611,2507,16831,3835,208081,1480,1800
2011,MD,20705,13411,3836,714167,6755,161024,6197,34343,10700,422929,4726,5334
2011,MD,20706,19884,4713,944801,9873,228822,9021,42212,15455,520066,7179,8556
2011,MD,20707,17430,4729,1023102,9095,220478,8381,49832,14424,641247,5637,6600
2011,MD,20708,13102,3026,682499,5750,135139,5348,30453,10583,413395,4960,5873
2011,MD,20710,4209,682,145086,1479,27143,1390,4676,3124,71803,1527,1660
2011,MD,20711,3182,1150,206066,1299,36846,1167,9395,2578,136834,903,1010
2011,MD,20712,4402,747,172017,1622,30146,1506,5871,3501,96700,1548,1606
2011,MD,20714,2248,711,133498,1137,25992,1029,6014,1900,86253,697,842
2011,MD,20715,12864,5013,950269,7750,201703,7134,51000,11029,631728,4276,4758
2011,MD,20716,11223,3129,775855,6855,180860,6385,41427,9734,497440,3882,4646
2011,MD,20720,11141,3917,931778,7309,240147,6808,53874,9501,594028,3871,4745
2011,MD,20721,14471,4606,1251284,9697,334258,8871,70659,12392,797387,4782,5531
2011,MD,20722,3011,578,109882,1310,24061,1188,4213,2250,55682,1013,1065
2011,MD,20723,14417,5841,1163461,8088,235862,7547,65919,12220,782640,5619,6882
2011,MD,20724,8440,2238,514388,4231,96925,3954,23324,7204,334971,3021,3443
2011,MD,20732,4958,1973,371402,2894,76649,2671,19531,4221,248283,1722,2050
2011,MD,20733,1507,599,102365,854,21133,785,5208,1257,67527,482,567
2011,MD,20735,19236,5344,1265378,11858,339723,10926,65330,16344,757638,6328,7431
2011,MD,20736,4382,2119,379834,2613,79547,2413,21731,3690,259034,1424,1604
2011,MD,20737,10288,2391,363296,3899,75478,3603,13328,6974,169187,3609,3769
2011,MD,20740,11348,2827,563874,5135,97889,4271,24431,9213,363989,3347,3694
2011,MD,20743,19332,2549,790335,8934,188480,8058,31786,15057,419168,6391,7418
2011,MD,20744,26583,7472,1729684,15760,441400,14355,85440,22503,1055372,8457,9757
2011,MD,20745,14491,2165,632397,5936,127033,5446,23778,11576,361847,4675,5203
2011,MD,20746,15452,1958,674130,6439,137333,5856,25414,12328,382540,5177,5945
2011,MD,20747,20274,2752,899722,9440,206173,8723,37689,16239,502151,6879,8066
2011,MD,20748,20070,3369,974252,9895,221200,8959,40758,16443,567879,6321,7224
2011,MD,20751,1198,466,84819,656,17376,592,4120,1032,56527,359,341
2011,MD,20754,3435,1662,306177,2000,62308,1835,16702,2929,211395,1048,1145
2011,MD,20755,3470,1892,164776,490,9820,331,1990,3024,96706,1955,2553
2011,MD,20758,447,190,35808,242,7372,221,2213,375,24919,125,135
2011,MD,20759,1872,969,297221,1284,60460,1202,21122,1632,219728,687,944
2011,MD,20762,1462,759,59221,154,2940,76,266,1290,32937,787,927
2011,MD,20763,1426,401,71058,584,12007,518,2843,1120,44600,464,527
2011,MD,20764,2036,830,147451,1207,30858,1087,7564,1731,98321,642,727
2011,MD,20769,3403,1307,303282,2162,74336,1978,17278,2903,198232,1192,1356
2011,MD,20770,12641,2454,614805,5789,111406,5259,26487,10281,381742,4376,4860
2011,MD,20772,22255,6365,1630511,14374,427218,13342,88204,19429,1011619,7468,8925
2011,MD,20774,23870,5768,1686124,15224,440921,14051,86359,20564,1048319,7802,9778
2011,MD,20776,1621,694,127329,819,25349,757,6816,1341,86497,500,548
2011,MD,20777,1610,899,326711,1086,50371,987,18353,1397,189100,603,717
2011,MD,20778,922,462,90856,590,19121,546,4928,789,63540,308,293
2011,MD,20779,679,307,61306,408,12405,367,3320,565,42963,199,226
2011,MD,20781,6093,1369,278992,2569,54690,2336,11387,4580,159121,2018,2089
2011,MD,20782,15955,3318,712280,6917,142175,6414,30276,12550,414801,5620,5725
2011,MD,20783,21418,4224,745792,8772,160361,7850,27833,15021,361453,7079,6768
2011,MD,20784,15118,3148,605297,6909,137963,6349,24181,11478,311746,5574,6235
2011,MD,20785,18479,3034,840782,8389,181949,7663,35434,14518,477523,6471,7375
2011,MD,20794,4944,1631,289045,2271,53139,2104,13648,4082,187033,1592,1827
2011,MD,20812,159,75,21566,111,4049,103,1451,138,16119,73,46
2011,MD,20814,14719,5131,2461901,8790,454239,7927,163136,13109,1893540,5145,11869
2011,MD,20815,14607,6248,3219233,9728,630941,8875,244620,12964,2477472,6045,12861
2011,MD,20816,7565,3705,1578238,5341,309167,4884,116265,6690,1207284,3311,5744
2011,MD,20817,16495,8270,3752864,11336,699929,10362,271166,14333,2915681,7102,18369
2011,MD,20818,914,396,154267,622,29560,553,10523,777,117695,359,367
2011,MD,20832,12195,5473,1113764,7416,225886,6886,66661,10325,774794,4627,4845
2011,MD,20833,3627,1893,447893,2352,94096,2167,29941,3054,320362,1371,2024
2011,MD,20837,2869,1383,278920,1689,54964,1576,17255,2396,196657,1010,1244
2011,MD,20838,160,88,25506,98,4334,91,1798,137,18241,60,55
2011,MD,20839,120,53,9268,69,1881,59,509,100,6276,45,23
2011,MD,20841,3784,2190,404598,2515,90646,2349,25854,3203,273360,1610,1843
2011,MD,20842,876,384,93711,446,17025,407,5949,723,68632,258,331
2011,MD,20850,21615,8860,2256948,12186,422885,11076,136458,18372,1638479,7824,13910
2011,MD,20851,7413,2373,378867,3221,67506,2951,16765,5856,237865,2355,2298
2011,MD,20852,21500,7269,2115650,11237,360159,10037,118636,18533,1570555,7111,7863
2011,MD,20853,15077,6258,1190055,8116,234156,7341,66637,12096,813765,5300,5692
2011,MD,20854,22517,12531,5938346,15645,1096675,14303,445590,19328,4651415,9748,47825
2011,MD,20855,7041,3327,692066,4177,135780,3854,42080,5950,491043,2607,2765
2011,MD,20860,862,361,103707,491,21763,441,6811,693,73939,305,321
2011,MD,20861,1021,497,124799,633,25936,572,7833,851,89822,365,516
2011,MD,20862,193,93,23064,124,6016,117,1524,162,15566,70,42
2011,MD,20866,7043,2282,462031,3817,98855,3534,24763,5715,296295,2641,3067
2011,MD,20868,370,159,31234,205,7387,184,1603,309,17489,116,126
2011,MD,20871,6880,3589,668236,4445,148895,4206,40455,5951,448898,2960,3575
2011,MD,20872,6375,2822,478952,3640,99082,3367,26896,5255,318942,2300,2625
2011,MD,20874,28772,9848,1993795,15048,382353,14140,108571,23959,1329158,10795,13174
2011,MD,20876,12011,4415,802316,6056,156021,5659,41948,9643,525431,4450,5211
2011,MD,20877,17605,5000,849652,7306,161436,6701,36166,13213,510901,6222,6443
2011,MD,20878,29438,13217,3004549,16996,562370,15727,181706,24756,2160250,11061,13071
2011,MD,20879,12395,4392,771252,6306,154067,5859,41250,9891,497043,4465,5047
2011,MD,20882,6771,3494,832948,4239,165000,3925,50458,5755,605451,2425,4277
2011,MD,20886,16921,5182,973875,8643,194918,7992,48307,13461,618378,6025,6380
2011,MD,20895,9149,4101,1072566,5770,201609,5295,65120,7882,788020,3409,3278
2011,MD,20901,18355,6185,1250966,9797,244327,8994,67147,14840,833650,6631,6628
2011,MD,20902,24493,8007,1479107,11581,276731,10548,74454,19244,960995,8522,8796
2011,MD,20903,12221,2783,478841,4605,93314,4264,19056,8570,249494,4293,4189
2011,MD,20904,28339,8721,1793279,13849,356186,12609,86164,22817,1166127,10152,10649
2011,MD,20905,9231,4188,851180,5394,179178,4941,50088,7610,587185,3262,3486
2011,MD,20906,34021,10177,1876595,16033,369160,14287,85378,26602,1187505,11245,11155
2011,MD,20910,21633,5994,1798851,9945,286020,9137,89764,18716,1318069,6913,7224
2011,MD,20912,13081,3299,738018,5747,138472,5303,37315,10117,474558,4447,4341
2011,MD,21001,11201,3691,552482,4391,95551,4040,23386,8837,341203,3477,3772
2011,MD,21005,668,351,44299,207,4459,179,1079,583,29871,322,432
2011,MD,21009,14530,6141,956635,8591,196715,8061,51356,12578,622094,5406,6702
2011,MD,21012,10699,4702,985211,6126,187698,5637,54245,9074,697136,3798,5243
2011,MD,21013,2322,1265,232247,1402,43359,1288,13535,1979,166956,826,911
2011,MD,21014,17772,8010,1267554,9730,237635,8980,67996,15040,857111,6177,7097
2011,MD,21015,13727,6493,1118808,7752,214432,7274,64819,11644,767837,4954,6214
2011,MD,21017,3206,1082,184608,1659,36730,1552,8899,2764,118944,1161,1450
2011,MD,21028,1604,830,146585,864,27287,800,8724,1373,103080,549,659
2011,MD,21029,5306,3001,849319,3478,161960,3256,58747,4477,635368,2146,2858
2011,MD,21030,12956,4469,1516602,5673,217179,5122,73820,10714,1094153,4520,6481
2011,MD,21032,4464,2101,530552,2597,101617,2359,33188,3845,388447,1515,1737
2011,MD,21034,1700,752,96004,742,18169,685,4733,1373,60618,485,556
2011,MD,21035,3866,2061,571962,2467,111581,2254,34767,3292,425084,1401,1505
2011,MD,21036,1046,553,134195,647,26834,574,8309,886,97453,373,423
2011,MD,21037,10302,4324,971373,6087,193547,5564,54731,8756,684231,3490,3953
2011,MD,21040,11512,3139,481937,4365,86924,4027,19027,8702,272556,3855,4347
2011,MD,21042,18146,9934,2339378,11558,477297,10713,152845,15490,1691270,7030,8130
2011,MD,21043,19735,9375,1934574,11360,384585,10628,109764,16774,1379154,7413,8219
2011,MD,21044,20904,7802,1799621,11519,335581,10631,103132,17658,1272695,7298,7078
2011,MD,21045,19551,7236,1385922,10670,272464,9817,73285,16107,927396,6923,7383
2011,MD,21046,7900,3010,701737,4498,126945,4194,37124,6781,501892,2828,2970
2011,MD,21047,5858,3194,533604,3422,103660,3156,31547,4944,373148,2050,2412
2011,MD,21048,5199,2600,449326,2792,82273,2607,25829,4408,315665,1719,2110
2011,MD,21050,9014,4463,726894,5165,143136,4784,41823,7627,495340,3181,3834
2011,MD,21051,176,89,16575,104,3391,92,1035,151,11605,52,36
2011,MD,21053,1602,760,117437,781,22027,714,6234,1264,79344,549,676
2011,MD,21054,5233,2531,503683,3096,97551,2819,27476,4495,355434,1757,1754
2011,MD,21057,2064,1038,196974,1234,39972,1102,11443,1727,138715,725,754
2011,MD,21060,15634,4973,780342,6891,142947,6352,32478,12779,480562,4903,5085
2011,MD,21061,26578,7957,1267570,9840,199287,9099,47718,21512,784850,8656,9452
2011,MD,21074,7585,3415,496140,3949,94415,3711,27069,6339,326185,2644,3227
2011,MD,21075,12660,5141,959120,6902,187683,6514,52003,10834,642660,4810,5686
2011,MD,21076,6968,2855,555904,3912,108065,3635,28474,6069,380632,2287,2573
2011,MD,21077,152,44,7853,69,1374,63,307,131,5131,35,33
2011,MD,21078,9077,3556,605302,4288,109526,3958,30114,7517,406795,2755,2879
2011,MD,21082,463,222,41430,240,7627,223,2501,385,29421,149,179
2011,MD,21084,3819,1971,284009,2057,54282,1911,15982,3196,192801,1271,1476
2011,MD,21085,8443,3521,498584,4142,94648,3797,23997,7061,319042,2672,3066
2011,MD,21087,2900,1467,239351,1582,45641,1434,13556,2426,166790,911,1033
2011,MD,21090,5103,2127,334184,2483,56252,2285,15330,4297,226888,1631,1980
2011,MD,21093,19505,8432,2154738,11447,398586,10288,130625,16652,1582825,7264,8399
2011,MD,21102,5593,2769,353173,2911,70543,2713,18531,4626,225762,1926,2455
2011,MD,21104,2276,1242,318741,1438,60247,1353,21361,1933,236154,856,941
2011,MD,21108,8735,4046,904246,4755,159817,4427,53634,7466,657214,3090,3349
2011,MD,21111,2496,1270,361706,1470,74552,1339,24700,2069,264122,927,1633
2011,MD,21113,14990,5475,1104668,8181,203486,7497,51621,13286,752278,5452,6379
2011,MD,21114,12588,5129,1047274,7399,194782,6870,53288,10984,728987,4825,5530
2011,MD,21117,26754,8394,2103718,13627,405951,12645,117840,22500,1440702,9926,12189
2011,MD,21120,3451,1785,318743,1961,61288,1820,19944,2915,223071,1187,1380
2011,MD,21122,29696,12586,2034633,15525,388635,14372,101498,25067,1354784,10075,11983
2011,MD,21128,6504,3026,511338,3967,106907,3652,28296,5542,342898,2250,2830
2011,MD,21131,3574,1944,557351,2281,112037,2089,38113,3023,412487,1372,1559
2011,MD,21132,1282,659,82579,641,15565,597,4220,1054,53803,443,506
2011,MD,21133,14487,3639,735236,7348,168567,6744,33397,11755,426257,5342,6446
2011,MD,21136,16341,6470,1373543,8259,253183,7667,78698,13221,960020,5912,7141
2011,MD,21140,1732,866,176889,1112,35104,1017,9764,1493,125976,590,551
2011,MD,21144,15788,6155,1097986,7938,208671,7347,52927,13208,728157,5633,6440
2011,MD,21146,12768,6561,1416962,7739,267524,7099,82379,10879,1026416,4893,5706
2011,MD,21152,2828,1151,322712,1590,57592,1454,19119,2426,239062,1009,1202
2011,MD,21154,3036,1485,192226,1426,36604,1318,9959,2507,124270,913,1139
2011,MD,21155,1280,554,91381,584,16557,531,4660,1017,62324,379,442
2011,MD,21156,200,91,14156,105,2606,96,734,166,9586,64,59
2011,MD,21157,17291,7491,1089390,8406,205076,7710,54650,14110,712606,5518,6082
2011,MD,21158,10109,4656,660613,5333,132719,4867,33708,8424,428350,3464,4027
2011,MD,21160,1173,547,67212,516,11974,482,3216,970,42795,368,467
2011,MD,21161,2698,1325,215496,1404,38730,1285,12121,2263,150744,897,1110
2011,MD,21162,1972,893,124067,1022,26334,940,6309,1631,78017,629,776
2011,MD,21163,3324,1753,356950,2193,75099,2029,22034,2831,250671,1180,1297
2011,MD,21201,7584,796,322398,1779,37930,1550,11392,5782,214189,1866,1652
2011,MD,21202,8211,832,457356,2275,76827,1960,24677,6153,308927,1984,2942
2011,MD,21204,8357,2980,1077953,4512,209282,3972,68628,6985,799902,2960,3591
2011,MD,21205,5907,634,145489,818,12675,719,2447,3600,61738,1744,1461
2011,MD,21206,23946,4422,906699,9448,172494,8690,34987,18412,490159,8388,8873
2011,MD,21207,23264,4375,959809,9905,194071,8961,37065,18237,537664,7747,8322
2011,MD,21208,17090,5790,1559130,9501,300239,8357,90793,14086,1111119,6121,6879
2011,MD,21209,12433,5089,1067965,6636,197556,6021,58588,10593,749171,4797,6132
2011,MD,21210,5745,2107,783483,3489,149004,3014,51718,5084,589809,2015,2426
2011,MD,21211,8409,1975,410382,3232,65329,2917,16367,6981,268463,2202,1821
2011,MD,21212,14548,4677,1281614,7542,236870,6968,81602,11933,908279,5432,6152
2011,MD,21213,13429,1238,397664,3771,61523,3473,11966,9232,189895,4460,4204
2011,MD,21214,9577,2278,435652,4507,85277,4125,19508,7574,260472,3110,3322
2011,MD,21215,24509,3940,872495,7647,150015,6803,30039,17393,460602,7612,7608
2011,MD,21216,12593,1126,373470,3197,51816,2910,10214,8780,183618,3870,3557
2011,MD,21217,14042,1080,469406,2988,61887,2711,15265,9283,259163,3963,3497
2011,MD,21218,19914,2907,998232,6583,160493,5868,48182,14874,646222,5862,5584
2011,MD,21219,4544,1856,246845,1977,43526,1839,11052,3724,155455,1348,1528
2011,MD,21220,19516,6184,926578,7707,160844,7198,38467,15562,559911,6333,7029
2011,MD,21221,20143,5924,879174,7332,148454,6787,34279,15474,517876,6208,6838
2011,MD,21222,26110,7693,1035733,8664,148797,7957,35770,20021,601875,7741,8089
2011,MD,21223,9197,850,231701,1400,21675,1285,4490,5653,102987,2589,2183
2011,MD,21224,23471,4745,1134351,8352,172746,7820,48562,17900,729351,6062,5438
2011,MD,21225,13800,2838,475300,3830,68731,3529,15249,9620,255860,3944,3706
2011,MD,21226,3259,969,158482,1321,27783,1239,6707,2547,96646,1068,1079
2011,MD,21227,16172,4920,737389,6322,119180,5811,29910,12799,448420,5054,5345
2011,MD,21228,23813,8844,1549627,12266,285658,11141,75530,19903,1037165,7953,8451
2011,MD,21229,21624,3333,787890,7611,133556,6986,28154,16368,432042,6929,7015
2011,MD,21230,16990,3421,1181760,6978,196970,6585,58733,14076,830221,4547,4251
2011,MD,21231,7860,1300,481112,2777,68247,2579,23057,6258,340504,1985,1809
2011,MD,21234,34978,10490,1704801,15051,290486,13753,70600,28686,1068016,11572,12279
2011,MD,21236,20179,7217,1113323,9522,195304,8828,49568,17093,717758,6886,7926
2011,MD,21237,14779,4638,730117,6339,133567,5868,31141,11984,444821,4811,5300
2011,MD,21239,14079,2279,562136,5889,105712,5433,22258,11168,318670,4954,5270
2011,MD,21244,17908,3789,806630,7689,162383,7041,31974,14331,463961,6494,7629
2011,MD,21286,9327,3531,751659,5002,139259,4458,40008,7859,529027,3171,3225
2011,MD,21401,20006,6677,1858826,10664,376087,9427,97920,16614,1307278,6138,5844
2011,MD,21402,548,199,24794,96,1933,52,317,485,15605,268,292
2011,MD,21403,16197,5197,1433758,8601,275804,7686,79230,13257,1011684,5116,5702
2011,MD,21409,9762,4432,940644,5717,192412,5183,51202,8269,656728,3608,4205
2011,MD,21502,16813,6626,741030,4774,92326,4260,27682,12593,458930,5010,5015
2011,MD,21520,913,454,43822,281,5775,259,1629,702,27257,305,340
2011,MD,21521,564,262,22136,111,1871,99,510,449,12981,171,169
2011,MD,21523,119,63,5062,23,382,22,107,91,2930,36,35
2011,MD,21530,680,332,29517,200,3807,181,940,529,17460,198,195
2011,MD,21531,982,449,40668,248,4493,227,1148,722,24629,291,258
2011,MD,21532,5609,2338,255699,1603,29200,1472,8832,4393,161364,1809,1848
2011,MD,21536,1762,793,74459,449,8978,396,2561,1338,44553,575,557
2011,MD,21538,292,129,10688,38,493,34,157,216,6323,84,81
2011,MD,21539,1132,519,46031,198,3411,183,1048,855,27526,349,375
2011,MD,21541,759,327,44907,317,8330,279,2259,561,29528,212,225
2011,MD,21545,913,413,34306,189,3274,168,963,698,19781,283,289
2011,MD,21550,6248,2869,282401,1743,36761,1557,10285,4580,173089,1909,1950
2011,MD,21555,754,369,29563,213,3665,188,928,580,16656,234,200
2011,MD,21557,793,394,33194,227,3921,201,1064,618,19579,244,261
2011,MD,21561,1150,608,62681,386,9448,335,2336,918,39733,358,371
2011,MD,21562,1260,567,51571,266,4390,235,1367,943,31229,360,348
2011,MD,21601,11506,4489,808757,5149,160230,4374,38701,9065,536737,3774,4369
2011,MD,21607,227,99,10375,86,1520,77,391,175,6312,73,87
2011,MD,21610,167,61,8356,60,1147,55,302,134,5338,51,29
2011,MD,21612,209,111,26814,117,4339,93,1658,169,20577,67,58
2011,MD,21613,8082,2430,357161,2406,52307,2097,12959,5725,218682,2142,1966
2011,MD,21617,4512,2179,330557,2499,72198,2283,17250,3714,214057,1596,1966
2011,MD,21619,3172,1232,224046,1727,46967,1543,11673,2650,148787,971,1072
2011,MD,21620,5618,2201,380452,2540,74705,2200,16276,4423,252243,1639,1816
2011,MD,21622,266,110,11252,87,1738,74,336,197,6690,62,53
2011,MD,21623,839,364,44586,396,8891,353,1979,679,26821,289,345
2011,MD,21625,1134,514,64177,433,10188,378,2329,897,41940,357,416
2011,MD,21629,4049,1687,211502,1706,37144,1545,8970,3183,131072,1273,1496
2011,MD,21631,1198,547,63413,459,9970,403,2438,932,40329,383,454
2011,MD,21632,2858,975,104712,762,13742,693,3158,2044,57687,844,810
2011,MD,21634,325,82,9806,60,1492,47,304,141,4908,39,25
2011,MD,21635,943,475,59708,451,11302,389,2781,774,38982,312,378
2011,MD,21636,532,217,21899,175,3375,158,766,408,12648,150,173
2011,MD,21638,2347,1043,197542,1252,39119,1133,11475,1861,136021,754,824
2011,MD,21639,1986,778,84344,734,14123,658,3255,1488,48852,638,723
2011,MD,21640,633,261,26246,192,3678,172,812,478,14801,196,228
2011,MD,21643,2717,922,106872,952,17345,869,3645,2056,59313,881,931
2011,MD,21645,448,205,29402,213,5272,185,1416,370,19518,149,183
2011,MD,21647,149,74,8622,77,1709,68,353,116,5643,42,32
2011,MD,21649,661,268,22714,161,2963,142,648,443,11205,221,210
2011,MD,21650,101,48,5153,36,760,35,215,82,3056,36,32
2011,MD,21651,1290,527,58939,501,10373,460,2447,1005,34710,408,433
2011,MD,21654,650,318,100653,394,19057,329,4756,552,76481,252,259
2011,MD,21655,2311,975,109013,899,18413,817,4289,1823,65590,729,799
2011,MD,21657,531,256,27991,235,5607,216,1255,423,16809,174,202
2011,MD,21658,1837,880,171309,1047,37151,944,9359,1514,118240,575,610
2011,MD,21659,438,181,20363,154,3007,133,699,350,12534,135,149
2011,MD,21660,1734,687,80087,716,14454,645,3180,1350,47212,562,657
2011,MD,21661,1213,500,64066,474,11507,407,2784,907,40549,316,291
2011,MD,21662,409,212,47995,211,8063,175,2524,322,36088,135,124
2011,MD,21663,1638,734,195686,793,29259,657,7799,1297,145238,493,529
2011,MD,21665,123,61,8284,70,2201,56,334,91,5001,42,30
2011,MD,21666,6245,2875,510670,3577,109162,3233,28344,5134,343352,2052,2514
2011,MD,21667,163,76,7340,71,1154,63,243,136,4439,59,48
2011,MD,21668,748,342,35799,275,5748,250,1413,579,21496,238,276
2011,MD,21671,376,194,22614,162,3910,123,837,282,14959,93,70
2011,MD,21673,1550,637,103316,615,17660,539,3918,1209,69412,501,577
2011,MD,21676,154,76,11462,65,2070,48,538,115,7958,38,18
2011,MD,21677,209,113,15518,95,2567,81,564,167,10758,63,54
2011,MD,21678,1053,434,60857,422,9716,377,2652,817,38707,315,355
2011,MD,21679,261,134,20194,135,4156,114,1135,204,13657,78,71
2011,MD,21701,17720,6265,1169934,8949,223055,8149,57398,14816,783515,5474,6217
2011,MD,21702,19036,7175,1242548,9082,229824,8283,61509,15588,817969,6744,7992
2011,MD,21703,15927,5796,940901,7753,177277,7049,43976,12963,601325,5884,7168
2011,MD,21704,6051,3269,601951,3948,129002,3701,35128,5248,409306,2535,3350
2011,MD,21710,2100,1060,190195,1332,41602,1209,11043,1798,129390,783,897
2011,MD,21711,457,250,22058,167,3488,155,847,369,13093,152,186
2011,MD,21713,4373,2129,284351,2049,49959,1887,13294,3619,187918,1423,1703
2011,MD,21716,2408,940,126837,1063,21737,986,5546,2032,79430,816,977
2011,MD,21718,111,50,7219,60,1251,55,374,87,4826,26,27
2011,MD,21719,704,278,31299,245,4606,226,1123,557,18945,232,284
2011,MD,21722,2676,1283,133519,1043,21932,952,5441,2157,81679,901,1018
2011,MD,21723,356,212,43669,246,10189,230,2887,312,29766,164,160
2011,MD,21727,2007,907,106423,844,19252,774,4847,1620,65863,668,800
2011,MD,21733,562,283,33983,275,6498,252,1671,467,21505,176,219
2011,MD,21737,771,436,124183,518,24673,481,8352,655,91894,294,340
2011,MD,21738,1565,891,254414,1039,50360,962,18096,1342,189000,604,569
2011,MD,21740,26070,8930,1093731,7902,157289,7192,38680,19508,649389,7859,8239
2011,MD,21742,15035,6160,896538,6202,145549,5599,40336,12163,590620,5161,5902
2011,MD,21750,1695,763,67553,462,8578,412,2086,1266,38852,511,528
2011,MD,21754,2852,1536,313589,1746,60266,1635,18578,2435,225691,1034,1086
2011,MD,21755,2651,1344,207444,1492,39922,1374,11184,2221,142297,905,1059
2011,MD,21756,1699,889,113906,875,21812,809,5784,1421,74085,588,791
2011,MD,21757,1321,635,70228,571,12794,527,3181,1054,43302,395,498
2011,MD,21758,2162,1042,151714,1103,29201,1009,7975,1805,100092,689,857
2011,MD,21766,271,137,10900,85,1437,77,352,223,6163,79,83
2011,MD,21767,695,235,28724,214,3737,203,956,544,17354,205,202
2011,MD,21769,5514,2837,479544,3180,96769,2927,28193,4631,330036,1933,2486
2011,MD,21770,2613,1284,204227,1549,40998,1420,11491,2188,138818,870,970
2011,MD,21771,14317,7237,1213687,8355,247920,7775,71363,12008,826650,4961,5801
2011,MD,21773,2526,1269,182249,1314,36224,1227,10271,2077,121225,859,1051
2011,MD,21774,5465,2864,497432,3696,107863,3466,28757,4787,336695,2333,2954
2011,MD,21776,2784,1322,175118,1440,34353,1315,8995,2319,113042,953,1140
2011,MD,21777,794,422,66991,529,14406,501,3789,716,44427,304,414
2011,MD,21778,531,245,29842,210,5391,194,1391,437,18817,153,194
2011,MD,21779,456,228,29309,221,5887,201,1322,374,19046,139,158
2011,MD,21780,722,348,38451,302,7036,271,1515,591,23065,218,262
2011,MD,21782,1975,908,105624,791,16171,738,4509,1640,67679,621,684
2011,MD,21783,4146,2037,235699,1825,40957,1674,10549,3377,149122,1477,1894
2011,MD,21784,18034,8866,1480037,10395,290125,9671,85421,15267,1014456,6287,7440
2011,MD,21787,4933,2186,251613,2237,47465,2043,10986,3981,153085,1555,1841
2011,MD,21788,5722,2553,330921,2629,58770,2424,15522,4804,212409,1855,2144
2011,MD,21791,2413,1117,136363,1071,24671,993,6305,1980,86185,758,890
2011,MD,21793,4972,2245,320796,2499,60839,2307,16017,4069,209123,1725,2103
2011,MD,21794,1147,614,157002,696,32339,630,10393,960,113912,419,471
2011,MD,21795,4564,1939,238421,1681,38043,1511,9601,3649,151177,1436,1671
2011,MD,21797,4181,2137,445983,2382,87342,2180,28293,3454,318436,1405,1621
2011,MD,21798,1158,561,77192,558,15232,523,4070,957,49884,392,473
2011,MD,21801,12014,4028,626356,4402,104376,4075,30934,8751,395388,3838,4055
2011,MD,21804,16647,5099,710967,5263,103446,4800,27669,12399,425076,5113,4974
2011,MD,21811,11366,4904,645057,4647,114933,3916,23557,8875,414845,3207,3105
2011,MD,21813,1452,631,81106,547,14855,491,3245,1092,50894,447,516
2011,MD,21814,154,54,5939,39,601,33,160,114,3523,51,39
2011,MD,21817,2089,765,74869,543,9617,489,2365,1395,41346,568,506
2011,MD,21821,393,191,17082,139,2481,115,565,291,10154,101,89
2011,MD,21822,1270,491,65867,449,10338,418,3169,993,41732,401,425
2011,MD,21826,2189,677,90386,721,14579,662,3641,1619,51935,714,779
2011,MD,21829,251,76,8153,58,1089,51,167,183,4209,74,63
2011,MD,21830,1869,841,99925,779,17639,729,4552,1507,62317,640,849
2011,MD,21835,212,83,7689,42,677,40,167,162,4338,59,47
2011,MD,21837,1196,475,55887,401,8561,371,2293,902,33642,376,399
2011,MD,21838,851,345,35034,258,5013,236,1193,631,19784,253,224
2011,MD,21840,183,77,8112,71,1256,55,282,141,5022,42,28
