ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
20001,DC,Washington,135691,134316,133510,132833,133174,135019,137341,139736,140904,140564,140375,139428,139694,141292,144799,146589,146217,142987,139286,135918,134589,134754,135350,136993,137841,137996,135878,134595,134215,135339,136593,137779,138949,141537,143232,144856,144594,144933,145889,147964,151472,154492,157516,159677,161067,161695,162471,163630,166206,168715,171038,172159,172163,172568,173892,175316,177389,178088,179602,180849,182002,182926,183506,184142,185427,187327,188937,190432,191018,192121,193432,195634,199431,203735,208369,213072,215464,217253,219323,223758,228490,233955,239630,245372,248561,251681,255830,263195,273037,282978,290005,296497,303425,310547,315845,321612,330210,336721,342425,344667,349626,354585,362321,366884,372525,379863,389408,396381,399533,405552,412485,422051,428303,435192,442514,451895,459984,466089,471307,477432,484416,489285,492861,494159,495245,495072,493241,492036,490478,487205,481977,477765,475398,474943,475191,475356,475218,474220,474800,474836,474514,474732,475938,476260,476167,475013,473055,470991,468893,468230,466494,463876,462085,461762,461916,460858,458599,456568,454079,449526,443830,439495,437272,435988,435133,433923,433129,433820,435311,436585,437248,441265,447232,451490,452003,452965,452542,450888,447364,445564,445360,446728,447749,449165,449822,450924,451731,451486,452501,454635,458147,459290,461196,462178,466051,464935,463923,464352,469375,475848,481052,487496,493956,501611,503757,504305,504288,510925,520452,528598,534543,539059,544992,549622,554072,558309,566257,575363,583412,588515,590730,592165,593709,595284,595588,594687,594542,594683,595208,596369,598915,601427,604508,607791,611286,615175,619492,624610,627736,629779,630315,630826,631817,634220,636881,638815,640056,641468,642928,644103,647508,651826,657669,662303,665873,666694,665655,664796,665675,666592,668721,671397,673872,676602,677541,681098,679645,679643,681083,686468,692007,694194,696598,698973,702225,703669,703478,701668,704154,706290,709258,708929,708798,709490,709793,709843,708849,708832,710495,712195,713098,713916,713610,713761
21117,MD,Owings Mills,160483,160713,160733,160921,160997,161176,161360,161308,161256,161226,161425,161591,161557,161422,161416,161417,161414,161246,161407,161758,162156,162157,162037,161806,161958,162001,162150,162145,162429,162761,162393,162329,162137,162570,162432,162534,162625,162924,163137,163382,163538,163674,164112,164248,164478,164645,165536,166500,167083,167729,168454,169325,169798,170031,170476,171089,171791,172522,172952,173306,173546,173611,173573,173978,174725,175906,176848,178046,179152,179889,180423,181119,182514,184128,185798,187035,188388,189505,190819,192175,193513,195034,196804,198774,200414,202102,203956,205749,207256,208886,210981,212631,214748,217180,220240,223080,226186,229370,232321,235655,239236,243135,246397,250277,255053,259618,264419,268635,273068,276371,280406,284304,289273,293935,299010,304429,307774,311618,314330,318027,320600,324495,327353,331099,333317,335952,337705,338262,339495,340704,341390,341378,341492,340793,340823,340387,341273,341261,341289,341665,341016,339084,337105,335904,335363,335066,333542,330692,326749,323035,319406,315410,312941,310635,308696,305601,302239,298512,295612,292840,289798,286732,284529,283698,281889,280816,279800,279372,278113,276692,275097,274368,274459,274476,273821,271176,268381,264870,261485,258175,256424,255341,253652,251031,247995,245986,243787,242355,241461,241241,240970,240567,239251,237904,237219,237386,237299,236163,235671,235742,235866,235698,235394,235485,235781,236671,238165,239230,240934,242603,244550,245964,247362,248374,249669,250290,251237,251488,250798,251157,250560,251450,251055,251058,250234,250293,250708,251654,251915,252066,252315,251163,250995,249906,249992,249911,250755,251270,250793,250048,249850,250537,251689,253068,254349,255336,256654,257586,258551,258872,260011,261189,262530,262916,263008,264049,265120,266390,265530,264944,264614,265688,266606,267630,268146,268749,269626,270672,271155,270999,271402,272258,273447,273902,274593,274628,275371,276300,276865,276636,276229,276346,276779,277089,277041,277024,276799,277079,277079,277122,277405,278044,279128,280133
22304,VA,Alexandria,188040,187311,186950,185870,185113,184456,184069,183481,182602,182142,181703,181392,180564,179741,179101,178302,177215,175802,174170,174342,174521,175049,174098,173286,173057,173316,172856,173662,174406,175719,176391,174927,174193,171951,172252,172454,172771,173624,174812,174776,174706,174291,175429,175802,176363,177613,179450,180803,182821,183708,185225,186088,187336,188661,190212,193765,196699,200152,200558,202143,202604,203874,204386,206142,208309,210316,210728,212715,214584,216359,217833,220241,222748,225129,227118,229933,232015,235180,239138,240135,241225,242403,246469,247214,249241,251669,256088,258684,260703,260986,262014,264385,268340,272861,277967,285169,291639,298196,303731,310085,317693,327851,338202,349000,358006,365718,370670,376413,382010,385927,389790,394437,402103,409108,415379,419659,424363,427177,430572,430511,431292,431577,432913,432992,429684,424441,418056,411450,403837,399429,395299,393762,391675,392920,392586,391964,389993,388148,385827,383825,382409,378453,373675,368473,364461,359979,354446,347630,340634,334762,331744,329197,326320,323885,322415,320839,317556,311459,308623,307852,309909,310257,308713,306577,304881,304642,304571,304107,302713,304446,304342,305796,304037,304636,304544,305738,306577,304761,303340,303194,305404,305408,303130,299647,298124,295618,293770,291604,290628,292463,293183,292454,291507,291256,294018,294876,295902,296690,298696,300068,301444,302090,303319,305215,305884,306846,307444,309722,311490,314060,315962,318960,320359,320801,320937,321235,323568,325644,326719,327127,327418,327352,326310,324961,325202,326385,327446,328097,326828,326640,326585,326675,325917,325420,326836,328474,328820,328257,328067,328281,329534,328481,328372,328116,330500,331417,331382,329958,329958,330532,331305,331995,331893,333515,334850,337214,337416,338982,339385,340978,341750,342762,343613,343848,345039,344749,344255,343384,343707,344162,345218,345749,344981,345330,346818,349959,351732,352570,354371,356834,360307,361417,361787,362355,365412,367537,369022,369779,371579,374859,377819,380542,382560,386461
22193,VA,Woodbridge,150490,150453,150633,150886,150960,151041,151181,151504,151674,151911,152195,152623,152780,153014,153020,153120,153531,153906,154272,154314,154536,154551,154583,154419,154620,154825,155018,154982,154847,154729,154624,154679,154794,155012,155109,155224,155382,155645,156023,156606,157249,158034,158460,158881,159329,160167,161040,161936,162823,163984,165123,165877,166243,166456,167414,168396,169853,170845,172396,174239,176153,177848,179434,181694,184445,187531,190355,193050,195538,198305,200969,203444,206092,209006,211810,214375,216918,219698,222303,225437,228541,231742,234564,237439,240457,243005,246414,249442,252559,255257,258691,261871,264775,268197,272702,276925,280965,285598,291208,296890,302656,308416,315018,322562,330595,337957,343758,350915,358286,366199,371643,379297,387405,396764,403964,410438,418202,425389,431665,437210,442122,446941,450826,452246,453493,452926,453623,452673,448708,444055,440277,437200,433464,427070,421536,416886,412849,408693,401813,395303,389511,385333,379715,370818,361120,352423,343277,331741,317434,304041,293854,284205,274221,262493,252918,245310,239903,235236,231831,228392,227013,225939,225272,224800,224646,227722,231062,234828,235112,235249,235626,239576,243620,246175,246710,246727,249105,248871,246993,244049,244312,245752,245319,244279,242169,242197,242471,243590,242781,241413,241499,242531,245015,245457,248188,248266,249406,249914,250906,251980,252614,255593,259096,262086,262829,264243,265301,268634,272011,274770,277500,280022,283745,285681,286563,287151,288318,289122,289767,289711,289137,288784,288842,289149,288317,287866,286743,286701,287069,288774,290497,290604,291223,290953,291606,291436,292323,294073,296733,298479,297868,297045,295830,297789,299132,302330,303533,304962,306154,305675,305655,306372,309539,313237,315798,316499,316211,315398,316010,317360,318412,320806,322759,324032,326508,325715,326641,325975,328473,330672,332355,333108,334246,334521,333102,332038,331021,333033,334779,336314,336208,336294,336846,338664,339523,340699,343270,345749,347142,347702,347902,349389,350905,352512
23454,VA,Virginia Beach,129815,129699,129574,129205,128693,128045,127642,127449,127479,127549,127657,127861,128095,128337,128539,128811,129202,129587,129901,130074,130424,130901,131521,131932,132233,132367,132517,132671,133147,134139,134877,135455,135306,134920,134412,134165,134254,134456,134729,135230,135700,136108,136494,137103,137860,138799,139582,140486,141270,142137,142821,143509,144092,144599,145097,145246,145625,145906,146628,147156,147758,148366,149108,149630,150076,150387,151075,151774,152568,153144,153721,154244,154998,155835,156733,157627,158508,159577,160582,162005,163443,165408,167285,169340,171156,172864,174477,176106,177851,179867,181711,183347,185038,187201,189959,192825,195769,199056,202543,207018,211136,215550,219772,224881,229476,233566,237300,241932,247079,251620,256048,260049,266354,271919,277789,282332,288304,293456,298260,301671,304627,307254,310079,311582,311904,311782,313367,315057,315708,316229,316639,316583,315544,316304,317705,320030,320253,321054,320140,319581,318568,318163,316966,316133,316063,315104,312637,309655,307744,305846,304257,302281,300715,299338,298636,297548,295751,293099,291042,289104,287949,287111,286466,285862,284974,283733,282751,282507,283055,283844,284513,284744,284534,283729,281195,278985,277040,276179,274894,273165,270754,268431,267066,266722,265401,263569,263395,264437,265061,264414,263276,262850,262263,262340,261374,261062,261943,263756,265040,264175,264097,264161,265569,266228,267999,269320,270930,270814,270496,269669,270017,270835,271382,271835,272090,272632,273144,273299,273411,273956,274064,274732,273601,273445,273183,274291,274629,274936,274640,275858,277004,277661,278118,278678,280324,281214,282224,282115,282638,283596,284563,283759,282622,282599,283425,283767,284228,285323,286286,286949,287256,287020,287368,288042,289593,290901,292311,293612,293942,293726,293879,294598,295225,296030,296642,297563,297813,298028,297861,298179,298990,300174,300466,300836,301468,302400,302380,302504,303049,303678,303825,304079,304790,305629,306722,307666,308588,309379,310959,312359,313702,315138,317222,319153
20147,VA,Ashburn,225135,225000,224698,224173,223426,222751,222127,221939,221796,221846,221891,222101,222247,222174,222196,222438,222939,223464,223602,223390,223236,223252,223332,223347,223335,223407,223385,223201,223302,223397,224152,224856,225590,225815,226010,226057,226568,227247,228290,229188,230065,231093,232338,233228,234024,234848,236188,237790,239271,240874,242529,244363,246320,248031,249529,251783,254746,258439,261690,265696,270207,275208,279300,283344,286966,291446,295435,298945,301477,304164,307134,309534,311368,312819,314762,316783,319002,320928,323375,326210,328999,331009,333133,335966,339151,342039,345153,348652,351046,353859,356008,359239,362234,366204,371851,377313,382211,387796,394457,402225,411485,419984,431128,441277,453389,464548,473599,482539,490349,496641,504135,510875,520907,531155,539865,548622,556202,564608,568802,569676,574409,580425,582283,581208,576893,571816,563861,554317,545177,533575,526327,523234,520879,519015,516214,512834,507013,500000,493557,490163,485712,484573,480896,475335,465520,452772,440963,430527,423443,419614,417671,411878,407046,399449,393955,387672,382722,380770,381677,382564,381713,379095,377978,378658,379820,381905,385926,389519,393032,395136,395541,397929,401007,405151,405975,406162,405669,407042,405695,406396,405922,406549,406405,406300,406356,406529,406450,409043,410141,409286,406833,405513,406774,409117,412713,415569,418183,419103,421518,420752,422160,423186,428399,432388,437951,441673,443829,444384,444650,446616,449242,452816,456469,461264,465021,467554,466983,465699,466067,468091,470125,470549,469436,469863,469431,468974,466599,465661,464821,465306,465785,464843,464532,464791,466257,465853,465639,466270,468010,468414,468295,468491,468302,469614,470116,471464,472464,474480,476095,476297,475754,476595,479162,481656,484096,485284,487078,488572,490351,491714,493209,494962,497984,499910,502509,502442,502396,502924,505520,507657,509340,510988,511134,512142,511914,514754,516137,519919,522842,525060,525777,527044,528158,529201,531876,534046,536732,537422,538666,539463,541040,543186,545467,547661
20878,MD,Gaithersburg,238452,237831,237329,236333,235381,234505,233711,233435,233261,233390,233277,233835,233607,233472,232768,232837,233297,233899,234776,235025,235152,235080,235415,234971,235283,235667,236987,237596,237840,237977,237759,237677,237528,237265,237274,237694,238930,240422,241911,242960,243794,244630,245450,246529,248698,251230,253495,254945,256341,257512,258553,259692,261414,263337,266093,268642,270651,272525,275268,278632,281355,283852,286497,289882,293564,297497,301400,305317,309040,312763,315853,319544,323362,327380,330973,334979,339304,343491,347951,352189,356577,360648,365539,370138,374718,379680,385422,390204,394367,398515,401702,405824,410601,417447,423350,429237,434270,439465,444202,450008,456035,463459,472273,480970,490050,495852,503256,508551,517145,525998,534373,543084,549980,557804,564752,572013,577409,583862,587466,593974,597785,601212,605883,608945,613532,614765,614967,613956,611437,609310,607669,605555,603670,601536,598347,595141,591779,588149,584228,579886,577614,574129,571153,566499,560963,553707,546379,539980,532503,524055,516753,510501,505035,499494,493624,488177,482823,480485,476745,472667,469044,470281,472630,475418,476095,477343,477682,479970,482896,481725,483435,485401,492038,493513,492728,488914,486191,484503,485529,486277,487239,491472,493467,493796,488490,484975,482859,483302,484636,486163,486248,484358,481222,477772,476528,478270,481161,484873,487476,490206,491053,491183,491166,493723,497726,500971,503421,503966,506884,508998,512713,515845,520422,524197,527763,528664,529755,531052,531965,533572,532973,532651,531222,530118,529242,527938,527504,527146,526618,527635,529248,530187,529280,528792,528644,528045,526234,526178,526674,529508,530528,528941,525556,523602,524934,525786,526080,526786,529545,531620,532028,530589,532257,534364,538092,539058,539873,540287,541745,543129,543529,543788,544552,545521,543354,544259,544703,548230,548972,550287,551186,551823,552191,551745,551341,552436,556538,557652,555809,552306,551897,553089,553461,553546,553867,554977,556151,556401,555320,554988,556866,559068,560297,560177
23666,VA,Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172511,172942,173297,173990,174366,174798,174265,173578,172690,172207,171933,171575,171561,171440,171289,170993,170709,170154,170901,171804,172917,173337,173720,174113,174219,173934,173510,173027,173526,174358,175400,176408,177423,178361,178406,178630,178325,178500,178743,179375,179403,179659,178684,177996,176986,177110,177987,178649,179850,181026,182244,183246,184038,185291,186823,188025,188444,188307,188173,188517,188845,188969,189064,189297,189954,190296,190983,191926,193658,195524,197318,199008
23223,VA,Richmond,90137,89224,88331,87256,87200,87312,87651,87263,87328,87104,86998,87092,87018,87498,88296,88422,87270,85938,84785,84744,84288,84571,85153,85590,86171,86535,87115,88190,89472,90810,91690,92479,93441,93961,93939,93844,93899,94288,94781,95264,95659,96267,96647,97194,97119,97295,97451,97798,98492,99103,99586,99609,99051,98324,98116,97948,98042,98011,98673,99312,99377,99072,99203,99829,100860,101679,102044,102216,102513,102962,102942,102924,103237,104133,104387,104418,104438,104828,105409,106106,106858,107638,108488,109370,110065,110718,111613,112702,113470,113769,113994,114554,115335,116231,116771,117126,117804,118337,118875,119037,119474,120748,122388,123799,124722,125324,126631,128333,129898,131023,132428,134515,136961,138759,139891,141093,142958,145265,147265,148500,149658,151051,152337,153154,153859,154945,156793,158611,159555,159903,160027,161006,161911,163310,164742,166288,167862,168727,168932,168422,168155,167975,168059,167715,168164,168230,168150,167356,166024,165018,163903,163355,162826,162719,161894,160671,157790,155645,153524,152241,150405,148936,148342,147824,147598,146861,146691,146483,147106,147007,146486,145458,145091,144890,144193,143235,141481,139676,137733,136615,135746,134381,133083,132219,131783,130556,128647,127024,126073,125569,125143,124225,123334,122720,122516,121923,121178,121060,121678,122177,122522,122813,123162,123347,123342,123807,124242,124720,125208,125418,125695,125606,125694,125534,125224,125452,125259,125198,124892,124902,124022,123496,122878,122891,122260,122163,122524,122756,123569,124050,124800,125068,126525,127234,127941,128016,129013,129832,130273,130789,131142,131365,131513,132276,132823,133962,135310,137460,139069,140168,141113,142096,143229,144569,146091,147680,149167,150069,150199,150132,150850,152127,153655,154855,155696,156713,157632,158694,159237,160403,162113,163618,164789,165684,167114,168149,169718,170895,171824,172361,173204,174313,175318,176462,177381,178357,178819,179760,180429,181252,182266,183457,184698,185477
20019,DC,Washington,110625,110069,109284,108248,107154,106560,105953,105870,105866,105686,105356,104975,104507,104090,104284,104638,105003,104782,104855,104441,104050,103837,104304,104800,105620,106320,106698,106409,106587,107253,107804,108092,108507,109247,109515,109687,109769,110320,111145,112074,112830,112714,112416,112721,112811,113042,113014,114173,115060,115622,115401,115433,115198,115821,116676,117388,118536,119066,120098,119722,120115,120288,121378,122604,124351,125689,126852,128064,129218,130521,131472,132829,133799,135061,136003,137061,137736,138398,138600,138770,138906,139418,140440,141796,143189,144386,145578,146659,148032,149368,151549,153745,155775,157666,159393,161465,163956,166181,168143,169365,171349,174336,177461,180566,184416,188803,192653,195383,197651,201521,205748,210720,214555,218000,221897,226168,229764,232830,236570,241132,245001,247799,251203,255457,259197,262574,264339,266129,267208,267815,268243,268598,270270,272395,274065,275078,276466,277068,277884,278288,279353,280336,280780,280615,280360,278573,276507,273095,270755,268898,267717,266298,264530,262879,259602,254934,248116,243369,240006,238597,235047,231725,227583,223844,221001,218279,218087,218435,220800,220552,218998,215975,215392,214068,212928,210700,207284,204224,201112,199752,196951,195386,192879,191289,188131,185502,183170,181064,179668,177747,175432,172641,170980,170286,170440,170087,169342,169279,169349,170952,172949,175307,177164,179433,182104,183914,185759,188176,192244,195867,199379,202520,205297,208389,211810,214815,217681,220532,224081,226920,229555,230984,232810,234177,235161,235823,236325,236322,236767,237840,239265,239570,239717,241343,243389,244480,245912,247821,250150,252840,253327,253216,253036,255445,258147,259813,260443,261953,263273,264385,266479,269310,273077,276542,279020,280740,281085,281796,282901,284711,287667,290697,292526,293723,294568,296583,297061,298681,301748,307162,313075,317934,321927,325238,328424,331015,333416,335594,340872,345525,348976,349412,349602,350473,351649,353434,355795,358860,362153,365093,366674,368274,370449,373846
23452,VA,Virginia Beach,102767,102773,102838,102918,102915,102811,102813,102867,103011,103027,102970,102943,102862,103001,103104,103444,103881,104397,104756,104913,104976,105129,105460,105744,106182,106321,106444,106145,105948,105891,105973,106392,106887,107544,108141,108752,109327,109894,110366,110962,111563,112274,112942,113528,113934,114417,114786,115270,115628,116140,116775,117625,118327,118863,119146,119230,119565,119795,120389,120815,121393,121889,122411,122748,123100,123437,124263,125067,125850,126322,126787,127273,127921,128673,129437,130184,130921,131789,132528,133602,134639,136217,137704,139298,140751,142096,143485,144839,146279,147817,149334,150697,152181,153932,156043,158349,160570,163156,165718,169201,172406,175876,178975,182555,185688,188412,191030,194203,197963,201210,204428,207214,211787,215933,220424,224102,229158,233800,238250,241603,244443,246819,249543,251203,252161,252453,254150,255948,256654,257204,257486,257665,257265,258737,260392,262785,262877,264070,263847,264035,263609,263625,263168,262728,262679,261589,259775,257590,256792,255401,254213,252395,251115,249823,248784,247602,246082,244012,242134,240352,239107,238149,237509,237179,236920,236214,235715,235651,236409,237176,237808,238019,237843,237250,234890,232669,230602,229896,229224,228148,225852,223711,222245,221835,220756,219197,219290,220061,220382,219409,217861,217216,216724,216987,216356,215936,216160,217509,218487,218276,218164,218277,219266,219662,220934,221601,222779,222777,222694,222140,222175,222491,223019,223582,223978,224086,224381,224521,224714,225304,225860,226747,226282,226081,225775,226224,226433,226893,226865,227965,228967,229370,229272,228871,229458,230004,231056,231446,231969,232665,233227,232385,231025,230801,231312,231741,232163,233022,233383,233580,233659,233585,233837,234190,235319,235969,236807,237762,238176,237790,237551,237466,237727,238070,238518,239291,239593,239865,240088,240222,240732,241136,240946,240804,240727,241166,241052,241437,241955,242701,242479,243000,243764,245248,246842,248454,249939,251087,252625,253724,254918,256137,258208,259815
