RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
121713,9511,Fairfax Village,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119264,118013,117079,115427,114602,113816,112850,112234,113029,114676,116679,117351,117605,117391,118744,121025,122311,122781,123515,125197,126380,126295,125322,125520,126941,130385,131672,131251,131257,133799,136278,135517,132213,129204,127340,126242,124556,122438,120412,118209,115436,111207,108180,107628,107536,108020,108447,110852,112751,113768,114069,115232,116795,119009,120380,121559,123582,124298,124519,122947,122371,120963,120777,120369,120545,120164,119962,118962,118158,118593,119244,119077,117561,118418,120630,123558,126811,128657,130695,131113,132652,133463,135345,136568,138918,140174,138971,136917,133672,132961,131971,132710,132396,132342,131582,132159,132577,132940,134312,136172
171449,9546,Wilmont,Neighborhood,VA,VA,Roanoke,Roanoke,Roanoke City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83593,84063,84975,87094,89222,90966,92310,93106,93894,94489,95309,95961,96281,96854,96971,96116,95692,95302,95106,94504,93965,93870,93057,92329,91838,92184,92383,92383,90841,89778,89309,90599,91753,92231,93144,93757,94383,93607,93215,93539,95106,96713,97514,97496,96679,96181,95468,95479,95646,96807,98347,99897,100352,100251,100438,100675,102122,103851,105669,106305,106233,105859,105337,104716,104579,104457,104424,104463,104071,103486,102701,102568,102687,102763,102733,102637,102711,102919,103069,103024,102759,102228,101809,101358,101064,100745,100353,100148,99938,99710,99542,99417,99587,99656,99640,99445,99305,99177,99126,98988,98817,98725,98601,98625,98408,98637,98939,99549,99861,100234,100449,100641,100760,100893,101060,101211,101473,101320,101244,101071,101340,101394,101645,101839,102216,102499,102758,103003,103217,103804,104421,105094,105322,105491,105485,105591,105692,105933,106182,106313,106422,106496,106011,105639,105378,105531,105467,105445,105870,106399,106744,106778,106518,106374,106448,106289,106281,106646,107522,108222,107827,107667,107479,108180,108877,109202,109836,110761,111648,111589,111444,111375,112040,111197,110694,109832,110247,110990,111805,111983,111964,112050,112312,112882,112783,113836,114896,116340,116865,117085,117301,118031,119017,120422,121744,122922,124597,126163,127706,129104
417116,9582,Dorchester,Neighborhood,MD,MD,Baltimore,Baltimore-Columbia-Towson,Baltimore City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170176,169218,169337,169253,170434,170115,169824,169078,169430,170035,171276,172004,172570,173806,174697,175290,173259,174570,175907,178337,178536,178260,176638,176151,176062,176676,176239,175915,176779,175958,175023,173462,172889,172430,172482,171888,170990
762438,9593,South Washington Heights,Neighborhood,VA,VA,Roanoke,Roanoke,Roanoke City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71681,71844,72111,72654,73287,73859,74285,74570,74822,75219,75611,76272,77116,78296,79349,80045,80576,81103,81975,82929,83888,84678,85491,86632,88187,89954,91497,93015,94214,95480,96396,97707,98949,100057,100782,99716,97319,93498,90403,88268,87371,86911,86683,86027,85589,85122,85325,86232,87249,88386,89199,89814,90220,90446,90865,91160,91272,91042,90350,89604,89139,89210,89456,90025,90247,90111,89400,88431,87680,87543,87779,88122,88310,88558,88631,88062,87328,86713,86600,86894,86974,86804,86434,86084,85755,85144,84651,84301,84221,84217,84275,84252,84238,84006,83801,83431,83105,82968,82862,82653,82319,81943,81373,80690,80104,80072,79977,80045,80049,80148,80001,80115,80012,80076,79987,80225,80381,80241,80148,80118,80241,80180,80252,80165,80207,80168,80291,80445,80620,80765,80758,80714,80727,80960,81161,81428,81805,82184,82355,82312,82248,82260,82414,82405,82373,82239,82771,83360,83827,83712,83664,83547,83692,83783,83888,83972,83962,83767,83188,82780,82670,83031,83099,83312,83616,84015,84188,84129,83887,83654,82741,81728,81145,81043,81643,81737,81018,80326,80133,80780,81837,83445,85531,86823,86591,86008,85395,85566,86195,86640,86948,86799,87020,86988,86360,85947,86246,87358,88137,88595,88487,88631,88364,88383,87705,86996,86598,86405,86261,85518,84849,84094,83623,82982,82545
242187,9600,Camellia Shores,Neighborhood,VA,VA,Norfolk,Virginia Beach-Norfolk-Newport News,Norfolk City,120662,120289,120039,119387,119103,118834,118138,117539,116953,117162,117322,117543,118005,118648,119248,119945,119768,119609,120404,121343,122028,121711,121618,122159,121842,121268,120525,120022,120580,121398,121883,121970,122748,123530,124369,124168,124679,125345,126450,127836,128860,129620,130112,130978,131531,132139,132248,132446,133681,135237,136451,136258,135730,135600,135690,135210,134383,134060,134855,136022,135877,134987,134573,135183,136835,137527,138513,139357,141175,142450,143305,144221,145434,147147,148567,150538,152156,153757,154976,156270,157181,157862,158394,158486,159053,159486,160569,160155,159308,159650,160709,162715,163698,165227,166555,168999,171995,175698,178612,182026,185296,188786,191475,194830,199568,205649,211287,216277,219885,222281,224703,228667,234230,238915,244072,246277,250340,252744,258473,262531,265757,268772,272203,274319,275141,275286,276069,278265,277075,274943,269911,267213,266354,266682,268164,270502,272660,274287,274699,275210,275707,276859,277661,277365,276984,275946,273103,268646,264413,262510,260902,258388,256111,254091,253121,252069,249916,248014,246401,246474,246351,245327,244277,243798,244401,244563,244767,244656,245850,246688,247902,246716,245870,244469,243781,242503,240327,238134,235839,234022,231156,228357,225113,223430,221151,219694,217338,216553,215791,215846,214612,213296,212740,212991,214164,214404,214493,213519,213475,212287,211905,211014,211355,211692,211623,210679,208926,208061,208293,209085,209265,208569,208317,208060,208530,209050,209786,210965,211766,212776,213340,213731,213609,215683,215616,215750,214736,214122,213097,211153,210601,210367,209648,208928,208588,208178,209011,209724,209657,209225,209066,210231,210853,210552,210776,211160,211759,211058,209979,209968,211080,212789,214057,214253,214194,214058,214382,215084,216042,217005,217758,217171,216539,215948,216164,217460,218773,220550,221134,221338,221109,221805,223667,226098,229008,231056,231907,232364,232582,232950,233026,233016,233599,233732,233171,232655,231663,231311,231619,231930,232524,232854,233924,235224
271793,9600,Waycroft-Woodlawn,Neighborhood,VA,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,277955,276595,275059,272205,270168,268756,268847,268934,269964,270106,270777,270441,270067,269498,270421,272500,274338,275436,274533,274345,273317,274191,273825,275123,276470,279024,280673,282167,282995,284330,285636,286376,287703,288494,291617,294382,298055,300574,302914,303360,303934,304840,307897,311638,314190,317159,318493,321331,323232,327135,329912,333574,337313,341933,346342,350487,355024,361002,366939,372785,379675,385855,393161,400194,407772,413193,415971,418160,424259,429114,436271,440332,445075,448713,453336,457633,461738,468710,477421,486622,491612,497120,501332,508688,515559,523087,527703,533975,539759,542560,545062,548813,556206,561902,567220,571114,575695,581658,589421,596734,605402,617893,631304,642661,650421,659548,668141,679037,685633,693152,702275,715569,727392,735352,740955,748064,755048,761828,770926,778153,788049,792589,793811,788439,783969,780732,780735,777186,774080,769376,764429,760168,756335,755897,756186,756669,756762,757104,756450,755143,753112,750296,746213,740708,739740,733584,730042,724017,720060,715495,710176,711201,713588,719901,725881,729805,724575,722219,719760,722598,722674,721508,722290,722016,723611,723798,721372,720827,725186,734028,739162,740558,741779,745134,747833,747076,744350,739076,737239,738202,742930,743861,742530,741805,744882,749775,751683,751977,752324,753816,757324,757962,756861,752968,755860,757664,758878,757297,760181,765016,768916,773144,774223,775465,775509,783457,790919,801801,806499,811369,811729,814581,817157,822483,829057,838295,846293,846916,842355,835733,831808,831818,833268,836264,836425,832736,828312,822737,817490,814823,816669,819545,825413,824620,824806,820168,823381,828074,829797,828322,826261,827241,826099,825848,826466,831460,835553,838334,837291,839078,846515,856640,863248,862681,861014,862060,860102,857435,854102,855888,857206,854476,851402,846253,842967,841943,846956,851315,856080,860827,867275,873363,876514,882336,886169,892619,899716,906903,911280,913766,918121,924664,931162,936614,943050,948714,954873,959250,962622,965852,968163,971413,973205,972811
158869,9602,Glenhaven,Neighborhood,MD,MD,Silver Spring,Washington-Arlington-Alexandria,Montgomery County,184976,184749,184466,183933,183374,182761,182246,181801,181391,181087,180745,181175,181090,180868,180494,180563,180893,181043,181169,181383,181712,182355,182932,182147,181655,181362,181338,180867,180206,180186,180086,179888,179334,178127,177456,177564,178464,179312,180321,181261,182150,182916,183836,184704,186274,188090,189310,190234,191163,192480,193456,194292,195465,196445,197600,198813,199985,201376,203592,206080,208317,210055,212437,215252,218050,220521,223045,225457,227990,230751,233533,236605,239572,242461,244945,247775,251333,255836,261079,266539,271390,275747,279687,283866,287634,292003,296191,299985,303049,306727,308604,311095,312973,316410,319623,323174,327246,331286,335580,339726,344805,349126,355671,361691,370840,377216,384694,389148,395218,401614,407368,414027,418056,422897,427633,432699,434827,437659,439766,445163,448453,451751,457232,462271,467768,471843,473250,474571,475044,476560,477074,477214,477824,477530,474344,470753,467270,463826,460289,456982,454394,450556,446211,439925,432654,425003,418088,411553,406741,400816,396466,390087,384955,379896,375950,372565,369471,368023,366475,363925,360141,359281,359588,361770,362652,363879,363800,365019,366570,365232,364232,363669,366959,367718,366260,361927,358208,355332,354710,353818,353259,354467,354614,354296,349347,345356,341923,341808,341206,340881,338951,336821,333290,330038,329046,331047,334477,337867,340444,342478,344306,345187,346405,348650,353223,357332,360536,360922,362856,364367,367501,369505,372672,375803,379417,380880,381239,382083,382774,384442,383875,384575,385145,386948,388071,388162,387584,386978,387100,388225,389949,390919,391591,391651,391270,389690,387420,387095,387820,391012,392096,390812,388033,386614,387886,388760,389193,390141,393278,396129,397809,397604,400351,403681,408798,411121,411698,411208,412755,414833,416691,416710,417853,418657,417228,418201,417848,421264,422600,426252,427936,429293,429312,429347,429419,430926,434333,435461,435215,433436,433819,434666,435765,436863,438053,440098,441710,442612,442508,442809,444429,445854,446898,446595
276434,9612,Malvern Gardens,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,154930,155994,156521,157374,157837,158542,159335,159687,159380,160011,161504,163214,163525,161755,159802,158592,158209,158050,157625,158269,159834,160498,159949,158904,160285,164639,169953,174734,178624,181893,184837,186810,188112,188935,190234,192184,193640,193962,194339,195126,197128,197590,199412,201285,204898,208195,211142,214152,216006,218376,219993,222462,223840,225769,226009,226485,226894,228926,231438,232339,234407,236185,239149,240917,242739,245718,248495,250866,252143,253247,254728,256901,258579,259359,260003,261421,263179,263854,265403,268318,271864,274307,275909,278951,281269,284382,286147,288177,290265,291704,293471,293987,294499,296105,298406,300966,303360,304697,306474,308074,311339,316343,321844,327264,332126,335381,338509,339249,342339,346907,353321,358469,361138,363375,364817,366945,369159,372757,375858,380030,382428,384899,385347,387381,389478,391894,392989,393806,394260,394253,395298,396351,397247,397304,399215,400838,401940,401439,401412,399681,397999,396995,395767,394450,392486,389462,382901,375330,370487,368171,366872,367325,368283,367942,365427,361238,358308,356847,358117,359824,359939,357424,355287,353026,350842,347537,346798,349640,352630,354196,354322,354445,354888,355927,355672,355011,354030,356312,356288,353010,348413,347193,348352,349139,348464,347391,347322,347100,347637,346999,347921,349829,350734,348215,344445,343219,344296,346993,348243,349475,349905,350313,351354,353763,357967,362214,364760,365973,366833,367732,369162,372072,375139,377984,379825,382184,386516,393345,399760,403958,406044,407226,409678,410931,412924,414186,415195,416453,415229,413576,413061,414578,417316,419286,419607,420679,422317,426307,431392,432314,433174,431931,433432,435059,437664,441239,446297,449656,451019,450602,448714,448903,448255,449779,450521,452015,453243,454953,456418,459870,464007,468614,473270,480784,490064,500984,509218,515345,519370,520928,522657,524292,527020,529801,533876,533063,532932,530723,532766,534698,536864,541124,544702,547320,548814,549978,550142,551909,552117,552377,550600,549423
276633,9622,Virginia Union,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,,,,,,,,,,,,,,,,46075,46533,46827,47549,48051,48311,48049,47803,48009,48666,49554,50115,50401,50250,50585,51133,51956,52581,53981,55644,56873,57286,57190,57874,59067,60551,60874,60782,61093,62409,63385,63574,63402,63472,63819,63556,62950,62393,62456,61953,60620,59284,58698,58649,58224,57697,56907,56271,56182,56703,57270,57798,58108,58422,58516,58822,59214,59710,60258,60704,60608,59806,59607,59987,61683,62375,62988,63125,64221,65571,66961,68414,69638,71374,73056,74890,74923,74999,75441,76478,77149,77072,77178,77232,77965,78456,78554,78154,78930,80780,82223,83664,84565,85941,87406,88822,90107,91388,93012,94684,95994,96351,96936,96942,97297,97745,98362,99890,101610,102761,103073,103365,104096,105114,106363,107927,109703,110477,110629,109894,109308,109115,108779,108106,107286,107002,106565,106153,106106,107065,108099,108531,107489,106967,107442,108692,109025,108442,107380,106435,105311,104507,103417,102834,103255,103384,101977,100547,99732,100559,100990,101431,100808,99475,99094,98950,98975,98072,98498,98418,98562,97364,97288,96738,95667,94100,92249,91190,89423,88479,87829,87689,87735,86899,85836,84877,85929,87265,87781,87384,88019,88761,89069,88929,88593,89580,89982,90757,90765,92030,94181,95652,96482,97047,97771,98488,98735,99371,100739,102381,103922,104943,105648,106957,107674,108868,110049,111668,113441,114345,114916,115033,114780,114039,113332,113515,114687,115716,116334,116846,118006,119868,121795,122621,123421,123827,125474,127532,130482,132660,134837,136220,137762,138403,139253,140738,142358,145471,147735,149169,149161,150337,151520,154439,156255,159735,163907,170674,178579,183532,187311,189639,192129,195199,199297,203168,207539,210629,213346,213061,213118,215711,219978,225399,230056,233437,235966,238523,241344,244358,247182,250736,253194,254891,256047,257286,259412
763421,9628,Cottage Line,Neighborhood,VA,VA,Norfolk,Virginia Beach-Norfolk-Newport News,Norfolk City,126214,127208,127770,128328,128527,128293,128792,128963,129059,128560,127982,127574,127863,127971,127640,127509,127087,127304,125706,124739,123980,124000,123903,123247,121785,119240,117108,115658,115007,114085,114431,114571,114555,114380,114669,115385,115786,116910,118403,119425,121182,123137,124844,125766,125966,126112,125666,125356,125724,126546,127167,129042,130043,130588,129733,130150,132164,134817,137234,139575,141289,142701,143706,143576,144118,145115,148386,150429,151584,151485,151799,151992,153082,154836,156489,158248,158746,159127,158125,157797,157740,159060,161118,163320,165060,166123,167570,169571,172511,176405,180133,183504,185446,187128,188853,191702,194929,198167,202483,206773,210405,212460,215344,220930,228521,236229,241688,246031,250893,256094,260123,264118,271045,280642,290285,295559,300115,302773,308352,312749,315776,318147,319349,321210,321315,320176,318462,318846,319426,320688,319652,319669,321122,323463,326100,328120,326171,323182,319137,316006,313441,310953,309572,307617,303237,297737,293955,290768,290779,289908,289525,286841,283508,281199,279484,277305,275853,275736,274816,271657,267453,264528,263596,263102,262741,261370,260169,259150,258856,256965,254392,253950,254463,254985,253388,251719,248857,246258,243428,241415,239104,236894,235381,233351,231688,230050,229044,228550,228921,229371,229323,228760,227640,226164,224700,222951,220788,217933,215147,212811,210896,208654,206560,204851,204243,205068,205824,206756,206328,206254,205969,205410,205029,205439,206624,207908,208784,208884,208075,207436,208263,209512,210783,212520,213272,213875,213113,212460,211196,210234,210375,210662,210999,210703,211138,211396,212322,212090,212044,211637,212603,213973,215150,215634,214959,215058,214531,213936,213207,213201,214322,215451,215947,215343,214845,214990,216692,217911,219084,220015,220678,222494,222954,223554,223628,224949,226702,228338,229412,230525,231228,231208,230930,230315,230748,231356,231957,234006,235651,237105,236289,235600,235721,237066,238864,240298,241482,242643,244366,244758,245463,246497,249541,252786
246964,9640,Riverwood,Neighborhood,VA,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,553005,551641,550040,548240,547507,546811,545718,545027,544191,544213,544579,546597,547871,548368,549803,551073,552543,555225,560028,561806,565288,567940,574262,578717,584103,589707,593605,595172,597608,597708,598388,602291,607934,613558,614325,616871,622146,631804,643610,658194,665743,675991,679391,689141,690019,693485,694201,691873,684988,678707,675614,674945,677426,685372,700559,714221,731210,744451,756947,768423,785957,799929,816468,823170,833275,834106,839803,847489,857852,874526,893908,921760,942331,961641,976979,1000657,1018628,1040182,1049231,1048920,1043260,1035705,1035614,1032460,1039236,1051344,1061418,1069368,1080651,1084990,1092354,1098886,1123384,1146180,1166014,1174618,1177144,1183336,1190234,1199980,1210402,1229961,1249419,1272565,1278755,1283690,1284337,1302935,1321742,1331010,1337348,1346559,1358526,1375238,1393498,1409235,1425697,1446237,1475157,1495826,1504360,1512452,1519730,1519676,1517555,1511234,1515959,1526606,1534201,1530971,1515287,1497441,1490982,1489257,1491520,1498236,1504995,1502474,1489639,1468227,1456400,1448532,1445427,1439413,1443821,1439269,1436916,1422835,1405161,1395990,1380270,1374494,1357401,1349605,1347401,1355731,1340403,1327172,1317439,1325723,1338296,1340326,1354024,1356585,1369351,1374939,1379144,1368344,1369966,1380325,1386999,1382111,1369780,1369693,1367048,1373759,1375278,1374369,1373677,1382600,1401222,1407327,1402992,1395420,1402147,1407803,1407262,1401265,1403058,1406519,1411316,1412301,1405394,1397306,1393428,1388243,1381823,1371915,1377976,1381336,1384182,1386375,1375901,1364367,1353696,1365700,1385696,1412958,1424389,1433969,1425952,1430701,1423944,1424121,1429098,1445294,1461257,1462095,1459838,1461818,1467501,1475399,1479603,1482685,1488157,1485269,1487943,1482848,1472827,1461445,1455053,1451692,1459002,1458779,1468187,1462178,1469553,1481351,1488951,1489757,1493449,1505696,1510075,1507953,1492743,1486887,1478319,1484356,1480262,1477528,1480400,1494638,1502565,1495890,1483492,1476907,1489373,1503762,1519233,1526138,1531470,1533001,1532380,1524338,1519780,1516457,1531722,1543293,1539876,1532978,1521414,1518673,1509847,1510917,1514811,1524582,1541402,1560039,1569066,1572964,1579628,1583911,1590073,1593161,1604923,1610082,1612953,1612701,1606514,1601071,1595367,1594288,1594382,1596542
241501,9649,Bay Colony,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,297892,297915,299091,299515,299283,297600,296702,297311,296839,296313,295171,295923,297255,298557,298020,297941,298932,301191,303512,304229,307398,309248,311697,312221,312572,313360,314320,317130,320130,324933,328188,330680,331888,335950,341027,344729,347846,350163,353483,354909,356223,357424,358935,361589,363860,366119,367506,370692,373909,377885,381930,387925,394102,398246,401859,404055,407125,408277,411558,414601,418278,421214,423108,423374,423240,425004,427415,429906,430884,433241,434320,436396,438739,442461,445414,448434,449699,451961,454398,458690,464107,469940,476085,479236,482218,482948,487648,491397,498634,505320,513054,519304,525368,532177,539727,549747,559717,573748,584602,599409,610556,620875,627278,635733,643602,652017,660139,672610,685880,695507,704030,711240,726169,741687,762131,780423,802908,819601,835310,843476,851540,857801,868750,876814,881966,882945,885997,888347,889211,893423,898145,903761,902697,909674,911822,918104,914496,917115,916210,914729,911007,904529,897191,889316,887687,881449,875952,866943,863543,853994,841197,829805,821303,819809,817938,815251,812949,807659,802859,796117,792140,794208,798971,804753,803638,799049,793193,792017,786258,781890,776388,773025,769652,764048,754603,742135,733688,725173,718837,709093,702691,696131,694715,694043,688929,682589,682221,688649,690413,689956,687422,687812,687050,688875,684351,681188,680049,681576,682075,675156,674759,675186,679382,680771,683687,687310,695210,701088,705513,705040,705572,713475,720909,728480,731620,736774,744339,747548,749655,750890,754601,760526,760988,757357,753449,753447,756403,760041,760015,763519,763497,763863,764399,769412,778030,783557,786892,786788,788097,788129,788217,785327,784117,784534,784845,782962,781364,781194,780573,779625,777815,775644,774102,775968,781092,785987,790407,791575,791197,794275,799898,807153,810942,815772,820010,822773,823326,825804,826970,830884,833949,836083,835250,833841,834986,834944,834629,835285,836931,835497,833091,832526,835348,837856,840253,842806,845686,849446,853934,858219,862574,868904,877290,884245
273972,9664,Hickory Hill,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,58861,58793,58899,59240,59776,60772,61588,62164,62286,62346,62535,62464,62350,62475,62718,62567,61760,60392,59383,58895,59046,59152,58994,58899,58943,59036,59004,59264,60018,60618,60929,60858,60443,60156,60001,60460,60689,60937,61106,61277,61421,61511,61806,61974,62681,63464,64357,64698,65133,65496,66198,67084,67718,68068,67735,67908,68156,68575,68503,68484,67906,67278,66712,66249,65994,66479,67434,68125,67768,67337,67576,67950,68992,70584,71635,72270,72242,71748,71849,71824,72889,73480,73723,73750,73637,73119,72976,72911,73465,74110,74522,75216,75633,75893,76451,77176,78306,79091,79809,80474,81094,81966,82517,82684,82917,84042,85195,86253,86780,87317,88178,89014,90273,90914,91862,93693,95786,97647,98513,99352,100020,101470,102608,104360,105671,107627,109188,110224,110407,110289,110779,111452,112472,112880,113471,113814,114508,114887,115125,114840,115003,115479,116300,117427,118683,119950,121057,121232,120301,118353,116863,116544,116787,117119,117325,116969,115518,113102,110308,108525,108244,108788,109028,107887,106618,105007,103188,101223,100957,102547,103749,104216,103396,104012,104450,104771,103227,101995,101096,100989,98971,95666,92785,91238,90228,88153,85811,84403,84813,84807,84601,83690,83647,84128,84644,84073,83845,83511,84086,84162,83473,82881,82054,81328,80514,79649,79162,79048,78024,76882,75377,74448,73363,72362,71631,71366,71807,72416,73115,73220,73263,73539,73438,73827,74655,75843,76059,75829,75048,74940,74907,75268,75975,76335,77576,77620,77913,77303,78428,80114,81402,80958,79398,78576,78510,78681,78520,78230,78098,78633,79308,79445,79929,81258,83401,85479,87018,89020,91039,94283,96736,99360,100406,101709,103472,105280,107512,108738,110534,111876,112278,111777,112010,112935,114276,114958,114221,113660,114274,116352,118693,119659,121428,123039,124830,125754,127066,128808,131290,133331,133781,133493,132690,133109
