RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
243756,3619,Ghent,Neighborhood,VA,VA,Norfolk,Virginia Beach-Norfolk-Newport News,Norfolk City,149104,148804,148776,148460,147705,147085,146801,146588,146165,145611,145868,146177,147191,147843,148094,147503,147557,147278,147083,146566,146668,146782,146179,145597,143957,143052,142368,143229,144461,145881,146709,147998,148989,150305,151047,152084,153343,154488,155525,156273,156402,157253,157920,158670,159081,159712,160863,161383,162427,163387,164529,165494,166617,167192,167505,167782,168662,169568,170626,172003,173606,174889,176176,176766,177607,178748,181413,183633,185742,186943,188413,189453,190479,192148,194400,197472,200035,201644,201552,202183,203748,206579,208767,210948,212820,214484,215438,216303,217446,219484,221798,224250,225546,227567,230527,234676,239275,244180,249583,254571,258867,264072,270384,277684,284256,290111,294483,298868,303206,307456,311202,316041,322716,329556,335968,340151,345796,348986,354458,358639,362730,365695,368876,371761,374550,375891,377547,378610,378765,380350,381223,381900,380972,380617,380887,381473,379916,377258,374470,373306,373429,373145,371125,368720,367344,365987,364685,362505,361884,361801,360947,359743,357340,355723,355076,355390,355829,355464,353492,350532,347238,345127,343892,342894,342270,341407,339722,337517,336408,336692,337468,338539,339420,340345,340213,339771,338482,337367,337181,337053,334893,332288,330613,330440,330291,329041,327779,325136,323106,321037,319639,318221,317719,316864,315632,313730,311195,309490,308349,309391,311002,312259,312169,312023,312667,313447,313484,312466,312583,312317,312507,310571,309680,308723,309110,309952,310458,311371,311897,313809,315657,317558,318629,322144,322806,324268,324283,324361,323195,321012,320616,319783,318538,316948,316270,314717,314963,314419,314539,313881,313599,314403,315146,316407,317162,317808,317310,316590,315660,316353,317091,318041,318814,318848,318874,318743,320124,322053,324303,326365,327706,327240,326151,325847,326338,327581,328002,328505,327793,326936,326284,325078,324637,324543,326405,327474,328436,330325,332167,333681,333496,333671,334007,335199,336112,337301,337271,337509,337522,336617,336180,335991,337407,338501
275228,3630,Roland Park,Neighborhood,MD,MD,Baltimore,Baltimore-Columbia-Towson,Baltimore City,204404,203396,202531,201163,200864,200506,200513,199663,199424,199122,199447,199920,200960,202585,204581,205920,205605,205851,206000,206865,207059,207164,207314,206754,205593,204017,202515,201657,201610,201230,200727,201654,202435,203918,203832,204895,205369,206300,206980,208307,209679,211323,212803,213469,214592,215401,217430,219377,222904,225664,228570,230375,233384,235514,237367,238528,240730,243471,246938,250365,253091,255215,256996,259397,260542,263369,267809,272791,276158,278626,280289,281156,281921,284649,287752,290554,292839,295281,297025,299526,301938,304982,307752,311439,315411,319113,322995,326509,330503,333286,335655,337173,339494,341626,344032,345738,348455,351215,354350,358271,362548,367240,371496,374967,379965,385851,393470,401441,407982,413229,416810,420530,425645,431050,438158,447856,454368,459535,461672,465640,469274,473538,479223,485158,488694,491863,494300,497115,502223,507360,512099,514402,515720,517692,518205,517830,517914,520051,524466,526372,526028,525618,525578,524824,524724,524007,526055,528184,530888,528468,522141,516413,511968,507562,502704,501417,500583,499620,493471,483704,473234,467678,467332,468106,470272,470934,474678,472460,471476,467839,468770,471575,474784,474010,469443,460826,451098,443447,436765,434447,429608,424854,417229,415267,414404,416587,416006,418277,420421,420623,417325,413133,412808,418105,426183,428834,430571,431073,434472,437889,440147,446575,452964,459683,463735,465233,467642,469167,469109,468320,469077,470482,475289,478435,484666,489091,494256,497876,499144,503011,508350,514111,517018,517737,515904,512502,510418,508775,507289,504723,504886,505400,507363,508871,510469,513533,515753,517094,514427,515680,516562,521260,520418,520172,516934,516173,516596,517282,520447,526470,532921,536758,538619,535675,535198,534127,536871,537403,539128,541619,542825,542623,542390,542277,543636,545479,551385,556438,560718,562756,564140,564677,567677,571169,572034,574181,574567,579785,577020,573630,570431,569601,569430,568284,564943,561076,558802,555670,553171,547415,544858,542822,539903,536299
764103,3632,Doverdale-Church Street,Neighborhood,MD,MD,Salisbury,Salisbury,Wicomico County,52817,52402,52341,52083,51894,51658,51370,51286,51046,50925,50658,50835,51169,51751,51952,51883,51755,51350,51215,51179,51662,51774,51842,51003,50090,49231,48752,48667,48701,49332,49695,49349,48698,48563,48985,49933,50688,51304,51655,51812,51865,51991,52191,52897,53259,53196,52874,52607,52630,52720,52770,52888,53010,52986,53213,53441,54185,55308,56333,56937,57076,57024,57328,57483,57801,57521,57097,56197,55670,54810,54281,53658,53462,53345,53218,53727,54140,55150,55802,56815,57239,57475,57677,58418,59551,60767,61549,61574,61579,61387,61484,61601,62168,63135,63882,64083,64126,64122,64689,65258,65791,66358,67172,68142,68876,69780,71100,72915,73956,74920,76004,77367,78565,79566,80726,82189,83605,84676,84849,84782,85546,86531,86974,87117,87895,89114,89729,89413,88904,88595,88469,88488,88361,88543,89034,89452,89584,89275,89807,90272,90777,90755,91359,92202,92317,91790,90651,90684,90160,89924,87986,86697,85579,85458,84953,83606,82848,82444,82861,82449,81919,81070,81506,81825,81955,80858,80542,80991,80983,80272,78329,76648,76133,76066,75596,74476,73890,74015,73350,72433,71135,70646,70802,71281,70506,69358,67887,67141,65616,64300,63550,62764,62770,61908,61337,59925,59012,58727,59359,60136,61498,62378,62290,62357,62191,63849,65040,66825,68191,68723,68338,67150,65703,64875,64945,64747,64615,63144,62136,60680,59881,59792,60128,61386,62514,63521,63810,64089,64420,64500,64631,64857,65200,64802,64498,63626,63187,62363,62034,61914,61619,61541,61336,61609,61961,62558,62549,61789,60798,60273,60431,61187,61871,62317,62014,62385,62797,63801,64794,66761,68690,70622,71734,71708,71472,72262,74459,75055,74620,72932,72771,72051,72120,72001,72720,73021,73044,71744,71369,71420,72227,72657,72402,72567,72289,72128,71647,71933,72619,73922,74081,74525,74941,76200
121816,3675,Woodridge,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,131283,130844,130421,129713,129202,129020,128703,128136,127943,127860,127821,128058,128482,129664,130255,131046,131722,132529,133907,136043,137670,138874,139938,140637,141866,141869,142886,143225,143606,143487,142671,141449,140091,139603,139496,139767,138946,138517,138383,138703,139291,139423,140442,141523,143599,145409,147290,148422,149408,150658,151325,152462,153224,154930,156166,157548,157870,157516,156983,156844,157740,158549,159899,161111,161752,162559,163017,163957,165373,167493,169645,171682,173168,174205,174958,175648,177912,179544,181009,181569,181719,182767,184467,187376,189914,192615,195279,198583,201719,205840,210552,214730,218825,221140,223500,225299,228887,231902,234762,237195,239586,240595,241032,242946,246952,252711,256798,259766,260662,264848,269883,274509,278177,283566,291985,299683,304774,306937,311563,315968,321961,323664,326514,329232,331771,332314,330361,329874,331012,333403,334271,335937,337011,339953,340623,341430,342002,342467,343614,343386,342244,340658,339112,337779,335347,332574,328892,325341,321347,319200,315832,311329,307226,304743,302486,298510,296129,293874,294244,293187,292929,291504,290764,291090,291069,289437,289444,290596,291968,291492,289658,288873,289668,290667,289794,289469,288303,289769,288623,288739,285739,285409,284468,285922,285435,283690,282039,278586,277802,276087,274799,271443,270551,270476,272670,272533,271895,273576,278766,287820,295325,301570,308405,317528,327351,334360,340097,346086,356331,366328,374910,380687,385988,391592,396614,402934,409156,416163,420883,426046,428884,430495,430283,428746,426556,425415,427639,428080,427956,427622,430460,433399,435250,436510,437994,440358,446859,454340,457878,457499,456264,458320,460713,464484,468324,473891,478329,484053,487788,489662,492281,498004,504752,507342,508273,506354,505395,500605,501218,501901,503798,506081,511080,519273,523581,529491,529693,533587,535872,545533,553236,558133,561039,562255,563912,560337,556850,552838,557485,562751,569258,571092,572566,575521,579235,584380,587531,592199,598386,604685,607118,607458,607236,607608
269766,3690,Bolton Hill,Neighborhood,MD,MD,Baltimore,Baltimore-Columbia-Towson,Baltimore City,125386,124185,123265,121167,118922,116355,114192,113017,113096,113128,113737,113855,114402,114071,113665,113834,115098,117757,119925,122063,122249,123253,122426,122405,121806,123222,125238,127173,128556,128648,129210,127926,128020,127475,129178,131308,133902,136129,136920,136889,135895,135671,136062,137365,137880,138338,138965,139664,140581,140295,140653,140780,143171,146224,149077,151634,153226,155325,156899,158725,160222,162418,164824,168458,170042,170872,170704,171529,174560,177872,180546,181939,183628,185249,187556,188742,191077,192725,195895,198453,199428,200222,201275,204125,206885,210893,213928,217385,219708,222833,224183,225570,228080,230410,233791,235305,237723,239678,242076,245419,249037,253738,258869,263576,268969,273812,278455,284200,289864,293391,295414,296393,300098,303092,307497,314055,318381,324826,329874,335315,338041,341611,347331,354089,358461,362035,364486,365281,367432,367777,368653,368413,369544,372080,373740,374281,374640,376368,378622,380145,380841,380875,380923,380682,382015,381401,380823,380037,379855,377628,374039,371629,368534,367300,364604,364301,360674,359272,355373,350488,344391,341129,340923,341630,342913,343538,345634,344274,344317,341470,342317,344570,348114,348742,346183,340464,334214,328476,324798,324673,323884,324352,324288,326701,327449,328545,329541,332308,337894,341267,342046,339477,340990,344930,346675,344177,343145,344521,347283,350404,351193,354128,357591,362741,364528,364200,366397,369802,374261,377020,381922,385424,388956,390669,392154,394013,397165,400305,402075,404322,404121,402831,398421,395094,393362,393324,395071,393964,392165,390330,391100,391678,392616,394934,397223,400552,400747,399284,395832,397204,399142,402327,402227,401776,400720,396245,394591,392767,396844,401323,406260,407357,407567,404338,401216,399202,399643,404190,405210,406492,402190,399422,396478,394950,393519,392741,395454,398039,401767,404057,408341,410559,415225,418727,420152,421295,421901,425859,424368,422066,418591,416477,414174,412210,409644,407153,406063,405015,404283,401305,400554,400154,399574,398039
121771,3701,Park View,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,101311,99977,99702,99240,99089,99284,99440,100568,101057,100833,100020,99402,98759,99265,98626,98558,97577,97149,96732,95969,96039,96755,98524,100388,102309,104245,107538,109012,111594,112226,114177,114005,114196,114522,114973,115343,115926,115636,114700,114535,114478,115648,114204,114914,115557,118367,120323,121577,122781,125017,128576,131940,135475,138090,142045,143865,145963,145028,144984,145000,145501,145567,144100,143784,144010,145057,146095,147565,149175,150696,151447,152632,154144,156609,159568,161562,160982,160105,158554,158958,159374,161649,164401,167348,169081,170326,172795,176052,180911,185043,190346,194751,198559,201747,205336,209291,214340,217342,218169,217247,218414,221338,223946,223967,224737,225242,226163,225933,227213,231572,237956,245895,251729,257173,262158,269436,275501,281933,289072,297560,303479,306004,307516,309243,311507,311283,310428,309983,311187,311489,308218,303709,299160,298162,297500,296834,296339,298068,301015,303749,304557,304673,304829,305306,307218,307580,307258,305915,304784,303403,301734,295869,290624,286872,286412,286254,284810,285266,285252,283393,279156,273688,269149,270270,273569,275468,275108,273641,273216,270121,268338,269858,273732,278787,282547,284600,282976,284164,286670,292746,295999,298497,298541,299376,300943,302739,302778,301406,303766,304128,303994,300220,301105,304686,310717,312927,314709,318232,326355,335819,343984,354204,366352,379572,389541,396855,403822,413686,423785,432245,439712,449571,459460,466817,471502,476730,483821,493122,503087,513100,520668,526302,530043,529250,526755,523736,521820,521738,522077,524844,527600,529432,532178,535887,541361,549398,560200,572192,583704,593505,604237,613215,621585,628124,634669,638555,640804,641951,642994,641847,642883,644074,643870,642246,642211,644758,646250,648247,651018,654428,657877,663574,669388,674588,676597,677850,671522,667923,667568,675740,682423,684989,686171,688809,695081,699747,701559,701254,706530,710627,714700,711192,709832,708124,708555,707067,702189,698652,698793,700954,701994,701810,700023,699519
418157,3711,The North End,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,303246,303685,303480,303802,303522,303410,301963,302083,300972,301453,300109,301160,301324,301796,301721,302219,303424,303911,306131,306846,310793,311648,313724,312233,312774,313395,315466,315147,315039,315848,317926,318754,316881,316122,318351,321040,322740,322327,321904,323409,325600,328455,329041,330894,333610,337863,340461,343856,347216,351660,356419,360083,363604,366301,369250,371097,372550,373765,374732,375184,376448,378551,380659,383246,385046,387082,389822,393671,398339,401363,404874,407891,411532,414627,417508,419319,421131,423399,426510,430578,433865,439184,443347,449006,453078,457245,461602,467292,474860,482555,489251,493692,499154,506216,515116,522678,530689,539513,549437,561229,573753,587475,597763,608306,615996,622926,631414,643572,659801,673651,685197,695777,704593,711963,722935,737893,759054,775481,789324,798619,803466,807791,812559,815608,820100,824473,833927,839214,840099,841415,843506,844967,843307,845766,852198,856404,856547,855043,853140,851108,847997,845166,836322,827646,822802,818829,812054,806147,801639,796910,786124,775378,765127,758972,756848,754799,751642,744387,736489,728871,720740,716185,711967,710453,707870,706702,705678,706463,705546,704940,703900,702226,702035,699164,694651,687163,681399,672982,664878,655069,648222,642195,638825,635946,631720,627040,627697,632897,635537,635062,631730,630602,628021,627294,623908,622707,622760,623948,623057,617425,616601,618310,622513,624019,626014,627628,630211,631896,633379,633135,633315,634295,634725,635380,636167,638366,641874,643348,645496,646363,647382,650475,650887,653401,652875,654189,655240,656339,655635,657783,660385,662932,663529,664626,668693,671030,673342,672147,672290,673484,675924,674956,671560,669966,670628,670386,669878,671923,675376,678965,679223,678232,677089,677916,680148,681752,683977,685536,685072,680665,677512,677163,679703,683199,686242,688348,689684,691008,691990,694118,696972,701100,701710,702240,702659,702594,701395,700641,702471,702105,701214,700490,702461,705108,708362,710568,712220,714114,717209,720298,721794,725282,729372,733114
412851,3713,Pembroke,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,147182,147015,147088,146837,146474,145727,145514,145199,145172,144516,143862,143020,142884,143060,143444,143623,143849,144125,144128,144271,144347,145017,145583,145905,145007,144067,142704,142275,142121,142990,143268,143587,143442,143765,144536,146294,148615,150186,151131,151665,152381,152951,153729,154903,156186,157516,158225,158755,159330,160355,161967,163230,164315,164808,165639,165685,166328,166559,167515,168070,168506,169162,169796,170736,171328,172158,173145,174507,175294,175782,175952,176167,176874,177621,178802,179904,181161,182251,182504,183011,183889,186004,187975,190015,191407,192714,193559,194500,195573,197174,199568,201449,203615,205823,209386,212864,216535,220453,225258,230713,235687,240870,245847,252331,257571,261906,265359,270880,277277,282601,285914,289128,294950,301090,306945,311456,317552,323343,328564,331446,333503,336002,340308,343609,345614,345174,346416,347735,349560,351078,352306,352503,352011,353054,354846,356535,355866,356890,356960,356648,354461,352848,350563,348549,347184,345253,341913,338254,335969,333406,330270,327128,324469,321972,320746,319873,318588,315553,312635,310351,308936,307849,307733,307656,307149,305303,303026,301660,301352,301662,301811,301601,300927,299497,295698,292120,289412,289663,289943,289387,286745,284809,284003,283919,282489,280631,280686,281969,282071,280278,277854,276582,275616,274999,273473,272522,272304,272819,272897,272269,273024,273871,275156,275336,276706,277656,278565,278028,277839,277466,278388,279022,279362,279693,280226,281244,282296,282714,283487,284235,285257,287105,287228,286898,285578,284992,284433,284049,283487,284846,285739,286746,286859,286981,287174,287278,288129,288732,289732,290442,291431,290442,289409,289043,289575,289381,289999,291747,293916,295132,295941,296349,296756,297177,298256,299417,300487,301496,301523,300795,300132,300338,300590,301276,301683,302758,303298,303318,303675,304310,305888,307494,307757,307802,307647,307984,307433,306871,306815,307124,306747,306632,306788,307144,308114,309165,310529,311525,313438,315230,316930,318768,321178,323500
121670,3718,Anacostia,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141645,141691,142679,144191,145861,145631,146637,148784,151673,154623,156784,159514,161404,164644,167337,170480,171778,176362,178122,178434,177293,176904,179044,180981,183909,185288,185449,184802,187228,189792,193751,196819,200721,203462,205299,206564,208997,211328,215293,218522,222232,224650,227640,232125,236081,240156,241027,241157,240961,242407,243763,245439,244612,245809,246453,248222,250489,254417,258320,261150,261179,262325,261961,263731,266409,267605,269408,269468,270061,270148,272555,279955,288888,297408,305343,311202,317602,323430,330692,336794,342868,346848,351145,353819,359138,363129,367037,369231,371536,375000,377132,380695,383570,387754,389971,390337,388091,386578,385716,386539
764357,3723,James Madison University: Main Campus,Neighborhood,VA,VA,Harrisonburg,Harrisonburg,Harrisonburg City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225377,221967,219700,215174,212458,211154,210618,210400,210216,210552,211353,211584,211289,212167,213729,215621,215843,214506,212706,210757,209550,208405,207305,206682,207018,207695,208059,208583,209042,209585,209899,210202,210017,209360,208359,208181,207824,207053,205518,203812,202090,200848,199914,199705,199394,199206,199069,199430,199786,199853,199650,199271,198982,198439,197827,197241,197361,197194,197197,196781,196996,197371,198125,198685,200315,201377,202488,202422,201980,202649,203185,203778,203363,202992,203219,203481,203437,203465,203583,204001,204412,203900,203520,203279,203341,203134,202528,202697,203130,203756,203799,204049,204409,204916,205589,205825,206789,207907,209848,210744,210802,210333,210433,210686,210804,211021,211181,212017,212563,213444,212654,212030,211316,211647,211849,212438,212896,213509,213779,213998,213960,213720,214328,214917,215940,216612,217698,218347,219024,219288,219923,220390,221070,221751,222586,223619,224369,225248,226149,227056,227990,228824,229851,230557,231144,231365,231354,231431,231854,232949,233783,234856,235592,237082,238276,239227,239750,240655,241805,242847,243646,243887,244246,244502,245002,245029,245083,245470,246140
403116,3753,Navy Yard,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452528,453330,451967,452530,454401,461731,467732,472634,476933,483322,490801,496624,499057,500067,503227,507346,509491,503434,499795,496978,497238,494039,489455,484656,482472,484231,488029,489708,489845,488421,484655,482301,477599,475452,472075,471548,472391,471735,472859,470953,470344,472001,476551,479515,480153,476331,475961,478231,482574,481555,474251,469783,468752,469451,465577,463180,459905,460316,458431,457151,457553,463076,470677,477743,479643,481054,484160,486523,490331,492896,497262,498919,497936,496303,498083,499969,502950,501027,500031,497892,498890,499404,500367,501886,503777,504934,504935,503745,503973,507142,511430,517547,520352,523692,526119,528838,532271,535408,538413,540251,541791,545243,549844,554529,559645,566222,571937,576089,577895,581475,583629,587929,592037,595748,597268,597733,597577,593726,588462,586081,587797,589111,591845,594994,598477,599719,599573,600529,602143,606634,612551,617315,617991,616498,616875,617138,618842,619626,623611,625886,628151,628513,628588,628295,630637,635060,637956,639481,638898,640016,636065,634941,634195,637419,639864,643025,645573,649175,650484,656153,657372,658669,660168,662933,668711,669905,673436,674950,678003,677651,676295,672455,675125,677250,683854,687498,691238,694102,695699,698575,699963,702768,707445,711803,713270,714401,712473,711394
403486,3755,Barney Circle,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,161935,162202,161994,161748,161448,161517,160834,159246,159344,159901,161195,161709,162662,163662,164699,166495,168621,170494,173695,178026,178696,177723,174782,174430,172835,171800,170243,168952,167354,165820,164747,164603,166647,170416,175477,178461,182557,184765,188763,190789,193862,196995,199041,200552,200985,201535,203056,205304,208121,209883,211937,214346,215736,216625,215757,213153,211345,209997,207859,205967,204309,207291,209229,210980,211637,210903,212419,214408,216110,216997,219823,224115,227859,229744,230288,231994,233867,238814,244878,253123,261913,269838,275573,280369,285036,287384,289182,289717,292721,296407,298044,298438,297674,298493,300954,303537,308193,313605,320335,329249,337470,343322,348598,354026,361294,369338,376409,382948,385674,391208,397734,402726,405345,410071,417468,424441,428959,432551,436375,439696,444486,445401,446873,447728,450938,451036,449853,449259,449095,446529,443629,441251,439333,438214,437871,437331,437039,438155,439483,440123,439668,441400,442953,444185,446243,448673,448261,446783,444870,439797,433230,424470,422348,421892,421339,418295,416236,415659,417091,416916,413904,413627,415167,422931,425708,427166,428456,434629,437668,436940,432402,432820,437543,442577,444993,442305,440541,437644,435256,429619,424226,423953,427305,432292,434427,435012,435592,436520,438183,438452,438179,438887,442782,445032,447540,445929,446267,450258,458904,469770,477036,486594,498339,513574,526511,535897,541508,548945,559010,567447,571690,573041,579523,588969,596653,597969,601451,608330,620863,629539,633700,634187,635096,636895,636313,632509,629679,629759,629513,629323,628816,630667,633518,637235,639992,643666,647070,651255,654556,658831,661495,661840,661037,660689,661463,661460,664182,665907,669710,672577,677169,680684,682582,686674,690021,694620,696010,697881,698999,700888,702974,704314,704128,702535,701385,703250,701121,700355,701394,708197,718144,727301,734894,740840,747940,755023,760913,760845,765852,767623,772483,772900,772993,770686,768979,769245,769061,769667,771109,774874,776682,779770,780084,780747
763377,3788,Norfolk Crossing,Neighborhood,VA,VA,Norfolk,Virginia Beach-Norfolk-Newport News,Norfolk City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147550,147798,147816,147506,146756,145847,145336,144183,143490,143337,143627,143486,143007,142672,142193,141321,140796,140500,139466,139479,139024,139089,138859,138625,138355,136295,134755,134269,134589,135132,136052,137059,137695,136583,134791,134115,133909,136098,137859,139598,140344,140278,140308,138866,137746,136389,135898,134946,134921,134163,133179,132760,131809,131653,130711,131704,133300,134333,135181,137014,139622,141346,142514,141783,143267,144351,146933,148469,148522,150097,150937,150909,148797,146615,146280,147395,147914,147778,146701,145129,144898,144635,145399,145908,147432,150745,152772,153332,151905,152529,153447,155658,155966,156594,155986,156340,156840,156525,155789,155658,157574,158450,159381,159875,161209,160374,160768,160605,160748,159706,158437,157902,156149,154505,151985,149464,148483,148960,148332,147299,146335,146863,148172,148547,148677,148008,148458,148402,147450,147209,148581,150995,151774,151896,151131,151066,151980,153965,155636,157922,159872,160696,160431,159890,160517,161173,162305,163839,165515,166338,166684,166096,166292,166543,166842,166202,165896,166208,167427,167972,167953,167818,168327,169434,170222,171314,172327,173043,174028,173925,174346,174090,174837,175677,176269,176632,176985,177304,177844,179115,179829,181113,181499,182679,183371
